,Name,Type,Score,Score Rank,Popularity Rank,Air Date,Studio,Num. of episodes,Genres,Theme(s),Demographic
878,Tokyo Ghoul,TV,7.80,879,7,"Jul 4, 2014 to Sep 19, 2014",['Studio Pierrot'],12,"['Action', 'Fantasy', 'Horror']","['Gore', 'Psychological']",Seinen
879,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",Special,7.80,880,793,"Jul 1, 2009",['Kyoto Animation'],1,"['Drama', 'Romance']",['School'],None
880,Detective Conan Movie 09: Strategy Above the Depths,Movie,7.80,881,2791,"Apr 9, 2005",['TMS Entertainment'],1,"['Adventure', 'Comedy', 'Mystery']",['Detective'],Shounen
881,Emiya-san Chi no Kyou no Gohan,ONA,7.80,882,1573,"Jan 25, 2018 to Jan 1, 2019",['ufotable'],13,"['Comedy', 'Gourmet', 'Slice of Life']",['Iyashikei'],None
882,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,OVA,7.80,883,3874,"Jul 23, 1992 to Jan 25, 1998",['Phoenix Entertainment'],7,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Super Power']",Shounen
883,Ginga Tetsudou 999,TV,7.80,884,3401,"Sep 14, 1978 to Apr 9, 1981",['Toei Animation'],113,"['Adventure', 'Drama', 'Sci-Fi']",['Space'],None
884,Gochuumon wa Usagi Desu ka??,TV,7.80,885,1507,"Oct 10, 2015 to Dec 26, 2015","['Kinema Citrus', '            White Fox']",12,"['Comedy', 'Slice of Life']","['CGDCT', 'Iyashikei', 'Workplace']",None
885,Innocence,Movie,7.80,886,1283,"Mar 6, 2004",['Production I.G'],1,['Sci-Fi'],"['Adult Cast', 'Detective', 'Mecha', 'Military', 'Psychological']",None
886,InuYasha Movie 3: Tenka Hadou no Ken,Movie,7.80,887,1822,"Dec 20, 2003",['Sunrise'],1,"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Supernatural']","['Historical', 'Mythology', 'Time Travel']",Shounen
887,Jungle wa Itsumo Hare nochi Guu Deluxe,OVA,7.80,888,5171,"Aug 25, 2002 to Jan 25, 2003",['Shin-Ei Animation'],6,"['Comedy', 'Slice of Life']",['Gag Humor'],None
888,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),Movie,7.80,889,886,"Dec 29, 2007",['ufotable'],1,"['Action', 'Mystery', 'Romance', 'Supernatural', 'Suspense']",['None'],None
889,Last Exile,TV,7.80,890,1190,"Apr 8, 2003 to Sep 30, 2003",['Gonzo'],26,"['Action', 'Adventure', 'Sci-Fi']",['None'],None
890,Lucky☆Star: Original na Visual to Animation,OVA,7.80,891,1448,"Sep 26, 2008",['Kyoto Animation'],1,"['Comedy', 'Slice of Life']","['CGDCT', 'Parody', 'School']",None
891,Break Blade 3: Kyoujin no Ato,Movie,7.79,892,2457,"Sep 25, 2010","['Production I.G', '            Xebec']",1,"['Action', 'Fantasy']","['Adult Cast', 'Mecha', 'Military']",Shounen
892,Detective Conan Movie 12: Full Score of Fear,Movie,7.79,893,2876,"Apr 19, 2008",['TMS Entertainment'],1,"['Adventure', 'Comedy', 'Mystery']",['Detective'],Shounen
893,Gochuumon wa Usagi Desu ka??: Dear My Sister,Movie,7.79,894,3106,"Nov 11, 2017",['production doA'],1,"['Comedy', 'Slice of Life']","['CGDCT', 'Iyashikei', 'Workplace']",None
894,Grisaia no Rakuen,TV,7.79,895,497,"Apr 19, 2015 to Jun 21, 2015",['8bit'],10,"['Drama', 'Romance']","['Harem', 'Psychological']",None
895,High Score Girl,TV,7.79,896,872,"Jul 14, 2018 to Sep 29, 2018",['J.C.Staff'],12,['Comedy'],"['Love Polygon', 'Romantic Subtext', 'School', 'Video Game']",Seinen
896,Kageki Shoujo!!,TV,7.79,897,2275,"Jul 4, 2021 to Sep 26, 2021",['Pine Jam'],13,['Drama'],"['Performing Arts', 'School']",Seinen
897,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,OVA,7.79,898,1809,"Oct 26, 2016 to Sep 27, 2017",['Shaft'],8,"['Action', 'Drama', 'Mystery', 'Supernatural']",['None'],None
898,Lupin III: Part II,TV,7.79,899,3420,"Oct 3, 1977 to Oct 6, 1980",['Tokyo Movie Shinsha'],155,"['Action', 'Adventure', 'Comedy', 'Mystery']",['Adult Cast'],Seinen
899,Saiyuuki Reload: Burial,OVA,7.79,900,5072,"Apr 28, 2007 to Mar 28, 2008",['Studio Pierrot'],3,"['Action', 'Adventure', 'Drama', 'Fantasy']",['Mythology'],Shoujo
900,Saraiya Goyou,TV,7.79,901,1957,"Apr 16, 2010 to Jul 2, 2010",['Manglobe'],12,"['Drama', 'Mystery']","['Adult Cast', 'Historical', 'Samurai']",Seinen
901,Seitokai Yakuindomo Movie 2,Movie,7.79,902,3772,"Jan 1, 2021",['GoHands'],1,"['Comedy', 'Slice of Life']",['School'],Shounen
902,Mind Game,Movie,7.78,903,2150,"Aug 7, 2004",['Studio 4°C'],1,"['Adventure', 'Avant Garde', 'Comedy', 'Romance']","['Adult Cast', 'Psychological']",None
903,New Initial D Movie: Legend 2 - Tousou,Movie,7.78,904,3815,"May 23, 2015","['SANZIGEN', '            LIDENFILMS']",1,['None'],['Racing'],Seinen
904,Saenai Heroine no Sodatekata ♭,TV,7.78,905,590,"Apr 14, 2017 to Jun 23, 2017",['A-1 Pictures'],11,"['Comedy', 'Romance', 'Ecchi']","['Harem', 'Otaku Culture', 'School']",None
905,Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,Movie,7.78,906,2473,"Jan 13, 2018",['Wit Studio'],1,"['Action', 'Drama']","['Gore', 'Survival']",Shounen
906,Taishou Otome Otogibanashi,TV,7.78,907,1763,"Oct 9, 2021 to Dec 25, 2021",['SynergySP'],12,"['Comedy', 'Romance', 'Slice of Life']",['Historical'],Shounen
907,The Everlasting Guilty Crown,Music,7.78,908,3296,"Mar 7, 2012",['None'],1,['None'],['Music'],None
908,The Last: Naruto the Movie,Movie,7.78,909,350,"Dec 6, 2014",['Studio Pierrot'],1,"['Action', 'Adventure', 'Fantasy', 'Romance']",['None'],Shounen
909,Tunshi Xingkong,ONA,7.78,910,8995,"Nov 29, 2020 to May 16, 2021",['Sparkly Key Animation Studio'],26,['Sci-Fi'],['None'],None
910,Yuru Yuri Nachuyachumi!+,Special,7.78,911,2618,"Aug 21, 2015 to Sep 18, 2015",['TYO Animations'],2,"['Comedy', 'Girls Love', 'Slice of Life']","['CGDCT', 'Gag Humor']",None
911,Zan Sayonara Zetsubou Sensei Bangaichi,OVA,7.78,912,3073,"Nov 17, 2009 to Feb 17, 2010",['Shaft'],2,['Comedy'],"['Gag Humor', 'Parody', 'School']",Shounen
912,"Ame wo Matsu,",Music,7.78,913,7748,"Jun 30, 2020",['None'],1,['None'],['Music'],None
913,BanG Dream! Garupa☆Pico,ONA,7.78,914,4250,"Jul 5, 2018 to Dec 27, 2018","['SANZIGEN', '            DMM.futureworks']",26,['Comedy'],['Music'],None
914,Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,OVA,7.78,915,2773,"Jul 24, 2009",['Sunrise'],1,['Action'],"['Mecha', 'Military', 'Super Power']",None
915,Colorful (Movie),Movie,7.78,916,1080,"Aug 21, 2010","['Sunrise', '            Ascension']",1,"['Drama', 'Slice of Life', 'Supernatural']",['None'],None
916,Enen no Shouboutai: Ni no Shou,TV,7.78,917,280,"Jul 4, 2020 to Dec 12, 2020",['David Production'],24,"['Action', 'Supernatural']",['None'],Shounen
917,Hataraku Maou-sama!,TV,7.78,918,67,"Apr 4, 2013 to Jun 27, 2013",['White Fox'],13,"['Comedy', 'Fantasy', 'Romance', 'Supernatural']",['Mythology'],None
918,Hibike! Euphonium Movie 2: Todoketai Melody,Movie,7.78,919,3749,"Sep 30, 2017",['Kyoto Animation'],1,['Drama'],"['Music', 'Performing Arts', 'School']",None
919,Higashi no Eden,TV,7.78,920,338,"Apr 10, 2009 to Jun 19, 2009",['Production I.G'],11,"['Mystery', 'Romance', 'Sci-Fi', 'Suspense']",['None'],None
920,Hoozuki no Reitetsu,TV,7.78,921,1479,"Jan 10, 2014 to Apr 4, 2014",['Wit Studio'],13,"['Comedy', 'Fantasy', 'Supernatural']",['Mythology'],Seinen
921,Hug tto! Precure,TV,7.78,922,4853,"Feb 4, 2018 to Jan 27, 2019",['Toei Animation'],49,"['Action', 'Fantasy']",['Mahou Shoujo'],Shoujo
922,Isekai no Seikishi Monogatari,OVA,7.78,923,1054,"May 22, 2009 to May 26, 2010","['AIC Spirits', '            BeSTACK']",13,"['Action', 'Comedy', 'Fantasy', 'Ecchi']","['Harem', 'Isekai', 'Mecha', 'School']",None
923,Jin-Rou,Movie,7.78,924,1271,"Jun 3, 2000",['Production I.G'],1,"['Drama', 'Romance']","['Adult Cast', 'Detective', 'Military', 'Psychological']",None
924,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,Movie,7.78,925,3273,"Dec 3, 2016",['Production I.G'],1,"['Comedy', 'Sports']",['Team Sports'],Shounen
925,Love Live! School Idol Project 2nd Season,TV,7.78,926,816,"Apr 6, 2014 to Jun 29, 2014",['Sunrise'],13,['Slice of Life'],"['Idols (Female)', 'Music', 'School']",None
926,Lupin III vs. Detective Conan,Special,7.78,927,3361,"Mar 27, 2009",['TMS Entertainment'],1,"['Action', 'Adventure', 'Comedy', 'Mystery']",['None'],Shounen
927,Magic Kaito,Special,7.78,928,2271,"Apr 17, 2010 to Dec 29, 2012",['TMS Entertainment'],12,"['Adventure', 'Comedy', 'Romance']",['None'],Shounen
928,Akagami no Shirayuki-hime,TV,7.77,929,291,"Jul 7, 2015 to Sep 22, 2015",['Bones'],12,"['Drama', 'Fantasy', 'Romance']",['None'],Shoujo
929,Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,OVA,7.77,930,3061,"Sep 13, 2017",['Madhouse'],1,"['Fantasy', 'Romance']",['Mahou Shoujo'],Shoujo
930,Devilman: Crybaby,ONA,7.77,931,123,"Jan 5, 2018",['Science SARU'],10,"['Action', 'Avant Garde', 'Horror', 'Supernatural']","['Gore', 'Mythology']",None
931,Digimon Adventure,TV,7.77,932,498,"Mar 7, 1999 to Mar 26, 2000",['Toei Animation'],54,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Isekai'],Kids
932,Digimon Adventure: Bokura no War Game!,Movie,7.77,933,2153,"Mar 4, 2000",['Toei Animation'],1,"['Adventure', 'Comedy', 'Sci-Fi']",['None'],Kids
933,Ghost Hunt,TV,7.77,934,904,"Oct 4, 2006 to Mar 28, 2007",['J.C.Staff'],25,"['Horror', 'Mystery', 'Supernatural']",['None'],Shoujo
934,Hadashi no Gen,Movie,7.77,935,2787,"Jul 21, 1983",['Madhouse'],1,['Drama'],['Historical'],None
935,"Haikyuu!! vs. ""Akaten""",OVA,7.77,936,2003,"May 2, 2016",['Production I.G'],1,['Sports'],"['School', 'Team Sports']",Shounen
936,Hidamari Sketch x SP,Special,7.77,937,4875,"Oct 30, 2011 to Nov 6, 2011",['Shaft'],2,"['Comedy', 'Slice of Life']","['CGDCT', 'Iyashikei', 'School', 'Visual Arts']",Seinen
937,Kokoro Connect,TV,7.77,938,182,"Jul 8, 2012 to Sep 30, 2012",['SILVER LINK.'],13,"['Drama', 'Romance', 'Supernatural']","['Love Polygon', 'School']",None
938,Lupin the Third: Mine Fujiko to Iu Onna,TV,7.77,939,2480,"Apr 5, 2012 to Jun 28, 2012",['TMS Entertainment'],13,"['Action', 'Adventure', 'Comedy', 'Ecchi']","['Adult Cast', 'Samurai']",Seinen
939,Machikado Mazoku: 2-choume,TV,7.77,940,2999,"Apr 8, 2022 to ?",['J.C.Staff'],12,"['Comedy', 'Slice of Life']",['Mahou Shoujo'],None
940,Maria-sama ga Miteru 4th,TV,7.77,941,4133,"Jan 3, 2009 to Mar 28, 2009",['Studio Deen'],13,"['Girls Love', 'Slice of Life']",['School'],Shoujo
941,New Initial D Movie: Legend 1 - Kakusei,Movie,7.77,942,3400,"Aug 24, 2014","['SANZIGEN', '            LIDENFILMS']",1,['Action'],['Racing'],Seinen
942,Ojamajo Doremi Na-i-sho,OVA,7.77,943,5699,"Jun 26, 2004 to Dec 11, 2004",['Toei Animation'],13,"['Comedy', 'Fantasy']",['None'],Shoujo
943,Seitokai Yakuindomo OVA,OVA,7.77,944,1488,"Apr 15, 2011 to Oct 17, 2013",['GoHands'],8,"['Comedy', 'Slice of Life']",['School'],Shounen
944,Shiki Specials,Special,7.77,945,2260,"May 25, 2011 to Jun 22, 2011",['Daume'],2,"['Horror', 'Mystery', 'Supernatural', 'Suspense']","['Psychological', 'Vampire']",None
945,Tentai Senshi Sunred,TV,7.77,946,4090,"Oct 3, 2008 to Mar 28, 2009",['AIC ASTA'],26,['Comedy'],"['Gag Humor', 'Parody', 'Super Power']",Seinen
946,The Disappearance of Conan Edogawa: The Worst Two Days in History,Special,7.77,947,5199,"Dec 26, 2014",['TMS Entertainment'],1,"['Adventure', 'Comedy', 'Mystery']",['Detective'],Shounen
947,Mobile Suit Gundam,TV,7.76,948,1546,"Apr 7, 1979 to Jan 26, 1980",['Sunrise'],43,['Sci-Fi'],"['Mecha', 'Military', 'Space']",None
948,Mobile Suit Gundam III: Encounters in Space,Movie,7.76,949,3584,"Mar 13, 1982",['Sunrise'],1,"['Action', 'Adventure', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'Space']",None
949,Mobile Suit Gundam SEED,TV,7.76,950,1236,"Oct 5, 2002 to Sep 27, 2003",['Sunrise'],50,"['Action', 'Drama', 'Romance', 'Sci-Fi']","['Mecha', 'Military', 'Space']",None
950,Overlord II,TV,7.76,951,153,"Jan 9, 2018 to Apr 3, 2018",['Madhouse'],13,"['Action', 'Adventure', 'Fantasy', 'Supernatural']","['Isekai', 'Video Game']",None
951,Ranma ½,TV,7.76,952,855,"Apr 15, 1989 to Sep 25, 1992",['Studio Deen'],161,"['Comedy', 'Fantasy', 'Slice of Life']","['Magical Sex Shift', 'Martial Arts']",Shounen
952,Shaman King,TV,7.76,953,550,"Jul 4, 2001 to Sep 25, 2002",['Xebec'],64,"['Action', 'Adventure', 'Comedy', 'Supernatural']",['Super Power'],Shounen
953,Shanhe Jian Xin,ONA,7.76,954,6756,"Feb 8, 2021 to Mar 15, 2021",['Motion Magic'],16,"['Action', 'Fantasy']","['Historical', 'Martial Arts']",None
954,Snow Halation,Music,7.76,955,4109,"Dec 22, 2010",['Sunrise'],1,['None'],"['Idols (Female)', 'Music']",None
955,Texhnolyze,TV,7.76,956,896,"Apr 17, 2003 to Sep 25, 2003",['Madhouse'],22,"['Action', 'Drama', 'Sci-Fi']",['Psychological'],None
956,Tiger & Bunny Movie 2: The Rising,Movie,7.76,957,3581,"Feb 8, 2014",['Sunrise'],1,"['Action', 'Comedy', 'Mystery']","['Adult Cast', 'Super Power']",None
957,Toshokan Sensou: Kakumei no Tsubasa,Movie,7.76,958,3984,"Jun 16, 2012",['Production I.G'],1,"['Action', 'Comedy', 'Romance']","['Adult Cast', 'Military']",None
958,City Hunter '91,TV,7.76,959,4260,"Apr 28, 1991 to Oct 10, 1991",['Sunrise'],13,"['Action', 'Comedy', 'Mystery']",['None'],Shounen
959,Detective Conan OVA 10: Kid in Trap Island,OVA,7.76,960,4495,"Apr 14, 2010",['TMS Entertainment'],1,"['Adventure', 'Comedy', 'Mystery']",['Detective'],Shounen
960,Free! Movie 4: The Final Stroke - Zenpen,Movie,7.76,961,2666,"Sep 17, 2021",['Kyoto Animation'],1,['Sports'],['School'],None
961,Genshiken 2,TV,7.76,962,2025,"Oct 10, 2007 to Dec 26, 2007",['Arms'],12,"['Comedy', 'Slice of Life']",['Parody'],None
962,Gochuumon wa Usagi Desu ka??: Sing for You,OVA,7.76,963,4042,"Sep 26, 2019",['production doA'],1,"['Comedy', 'Slice of Life']","['CGDCT', 'Iyashikei', 'Workplace']",None
963,Heike Monogatari,TV,7.76,964,2382,"Sep 16, 2021 to Nov 25, 2021",['Science SARU'],11,['Drama'],"['Historical', 'Samurai']",None
964,Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.,Movie,7.76,965,2567,"Feb 19, 2005",['A.C.G.T.'],1,"['Adventure', 'Drama', 'Fantasy']",['None'],None
965,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,TV,7.76,966,4658,"Jun 16, 1996 to Dec 19, 2004",['Gallop'],373,"['Comedy', 'Slice of Life']","['Adult Cast', 'Detective', 'Gag Humor']",None
966,Kyou kara Maou! 3rd Series,TV,7.76,967,3363,"Apr 3, 2008 to Feb 19, 2009",['Studio Deen'],39,"['Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Mythology']",Shoujo
967,Little Witch Academia: Mahoujikake no Parade,Movie,7.76,968,1202,"Oct 9, 2015",['Trigger'],1,"['Adventure', 'Comedy', 'Fantasy']",['School'],None
968,Aggressive Retsuko (ONA) 2nd Season,ONA,7.75,969,1769,"Jun 14, 2019",['Fanworks'],10,"['Comedy', 'Slice of Life']","['Anthropomorphic', 'Workplace']",None
969,BanG Dream! Garupa☆Pico: Oomori,ONA,7.75,970,5690,"May 7, 2020 to Oct 29, 2020",['SANZIGEN'],26,['Comedy'],['Music'],None
970,Charlotte,TV,7.75,971,63,"Jul 5, 2015 to Sep 27, 2015",['P.A. Works'],13,['Drama'],"['School', 'Super Power']",None
971,Claymore,TV,7.75,972,269,"Apr 4, 2007 to Sep 26, 2007",['Madhouse'],26,"['Action', 'Adventure', 'Fantasy', 'Supernatural']","['Gore', 'Mythology', 'Super Power']",Shounen
972,Doraemon (1979),TV,7.75,973,2561,"Apr 2, 1979 to Mar 18, 2005",['Shin-Ei Animation'],1787,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",['Anthropomorphic'],None
973,Free! Take Your Marks,Movie,7.75,974,2177,"Oct 28, 2017",['Kyoto Animation'],1,['Slice of Life'],['School'],None
974,Go! Princess Precure,TV,7.75,975,4688,"Feb 1, 2015 to Jan 31, 2016",['Toei Animation'],50,"['Action', 'Comedy', 'Fantasy', 'Slice of Life']","['Mahou Shoujo', 'School']",Shoujo
975,Golden Time,TV,7.75,976,141,"Oct 4, 2013 to Mar 28, 2014",['J.C.Staff'],24,"['Comedy', 'Drama', 'Romance']",['Love Polygon'],None
976,Gundam Build Fighters,TV,7.75,977,2221,"Oct 7, 2013 to Mar 31, 2014",['Sunrise'],25,"['Action', 'Sci-Fi']",['Mecha'],None
977,Hibike! Euphonium Movie 3: Chikai no Finale,Movie,7.75,978,2547,"Apr 19, 2019",['Kyoto Animation'],1,['Drama'],"['Music', 'Performing Arts', 'School']",None
978,InuYasha: Kuroi Tessaiga,Special,7.75,979,3213,"Jul 30, 2008",['Sunrise'],1,"['Adventure', 'Comedy', 'Fantasy', 'Romance', 'Supernatural']","['Mythology', 'Time Travel']",Shounen
979,Jinrui wa Suitai Shimashita,TV,7.75,980,1081,"Jul 2, 2012 to Sep 17, 2012",['AIC ASTA'],12,"['Adventure', 'Comedy', 'Fantasy']",['None'],None
980,Junjou Romantica 2,TV,7.75,981,1141,"Oct 12, 2008 to Dec 28, 2008",['Studio Deen'],12,"['Boys Love', 'Comedy', 'Drama', 'Romance']",['None'],None
981,Kuroko no Basket: Last Game NG-shuu,Special,7.75,982,3554,"Sep 27, 2017",['Production I.G'],1,"['Comedy', 'Sports']",['Team Sports'],Shounen
982,Mobile Suit Gundam Wing: Endless Waltz,OVA,7.75,983,2774,"Jan 25, 1997 to Jul 25, 1997",['Sunrise'],3,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'Space']",None
983,Saint Seiya: Meiou Hades Meikai-hen,OVA,7.75,984,2754,"Dec 17, 2005 to Feb 6, 2007",['Toei Animation'],12,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']","['Mythology', 'Super Power']",Shounen
984,Shadows House,TV,7.75,985,1161,"Apr 11, 2021 to Jul 4, 2021",['CloverWorks'],13,"['Slice of Life', 'Supernatural']",['None'],Seinen
985,Shiki,TV,7.75,986,328,"Jul 9, 2010 to Dec 31, 2010",['Daume'],22,"['Horror', 'Mystery', 'Supernatural', 'Suspense']","['Psychological', 'Vampire']",None
986,Shokugeki no Souma: Shin no Sara,TV,7.75,987,341,"Oct 12, 2019 to Dec 28, 2019",['J.C.Staff'],12,"['Gourmet', 'Ecchi']",['School'],Shounen
987,Star☆Twinkle Precure: Hoshi no Uta ni Omoi wo Komete,Movie,7.75,988,8707,"Oct 19, 2019",['Toei Animation'],1,"['Action', 'Fantasy']",['Mahou Shoujo'],Shoujo
988,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,Movie,7.75,989,5739,"Aug 29, 2015",['TYO Animations'],1,"['Comedy', 'Drama', 'Slice of Life']","['CGDCT', 'Iyashikei']",None
989,Tantei Gakuen Q,TV,7.75,990,3343,"Apr 15, 2003 to Mar 20, 2004",['Studio Pierrot'],45,"['Comedy', 'Drama', 'Mystery']",['Detective'],Shounen
990,Tegamibachi Reverse,TV,7.75,991,2396,"Oct 3, 2010 to Mar 26, 2011",['Studio Pierrot'],25,"['Adventure', 'Fantasy', 'Supernatural']",['None'],Shounen
991,Udon no Kuni no Kiniro Kemari,TV,7.75,992,1493,"Oct 9, 2016 to Dec 25, 2016",['LIDENFILMS'],12,"['Fantasy', 'Slice of Life']","['Anthropomorphic', 'Childcare', 'Iyashikei']",Seinen
992,Ushiro no Shoumen Daare,Movie,7.75,993,5291,"Mar 9, 1991",['Mushi Production'],1,['Drama'],['Historical'],None
993,Neko no Ongaeshi,Movie,7.74,994,833,"Jul 20, 2002",['Studio Ghibli'],1,"['Adventure', 'Drama', 'Fantasy']",['Anthropomorphic'],None
994,Ranma ½ OVA,OVA,7.74,995,3478,"Oct 21, 1993 to Aug 19, 1994","['Studio Deen', '            Kitty Films']",6,"['Comedy', 'Romance']","['Magical Sex Shift', 'Martial Arts']",Shounen
995,Saint Seiya,TV,7.74,996,1137,"Oct 11, 1986 to Apr 1, 1989",['Toei Animation'],114,"['Adventure', 'Fantasy', 'Sci-Fi']",['None'],Shounen
996,Sidonia no Kishi: Daikyuu Wakusei Seneki,TV,7.74,997,1585,"Apr 11, 2015 to Jun 27, 2015",['Polygon Pictures'],12,"['Action', 'Sci-Fi']","['Mecha', 'Space']",Seinen
997,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,Movie,7.74,998,5075,"Dec 6, 2014",['Xebec'],1,"['Action', 'Drama', 'Sci-Fi']","['Adult Cast', 'Military', 'Space']",None
998,Ueki no Housoku,TV,7.74,999,1606,"Apr 4, 2005 to Mar 27, 2006",['Studio Deen'],51,"['Action', 'Adventure', 'Comedy', 'Drama', 'Supernatural']",['Super Power'],Shounen
999,Wonder Egg Priority,TV,7.74,1000,264,"Jan 13, 2021 to Mar 31, 2021",['CloverWorks'],12,"['Drama', 'Fantasy']",['Psychological'],None
1000,Ani ni Tsukeru Kusuri wa Nai! 2,TV,7.74,1001,2888,"Jul 9, 2018 to Dec 17, 2018","['Fanworks', '            Imagineer']",24,"['Comedy', 'Slice of Life']",['School'],None
1001,Bishoujo Senshi Sailor Moon Crystal Season III,TV,7.74,1002,2574,"Apr 4, 2016 to Jun 27, 2016",['Toei Animation'],13,['Romance'],"['Mahou Shoujo', 'Mythology']",Shoujo
1002,Black Jack,OVA,7.74,1003,3181,"Dec 21, 1993 to Dec 16, 2011",['Tezuka Productions'],12,"['Drama', 'Mystery', 'Suspense']","['Medical', 'Psychological']",None
1003,Crayon Shin-chan,TV,7.74,1004,2146,"Apr 13, 1992 to ?",['Shin-Ei Animation'],0,"['Comedy', 'Slice of Life', 'Ecchi']",['School'],Seinen
1004,Detective Conan Movie 24: The Scarlet Bullet,Movie,7.74,1005,4802,"Apr 16, 2021",['TMS Entertainment'],1,"['Action', 'Comedy', 'Drama', 'Mystery']",['Detective'],Shounen
1005,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",TV,7.74,1006,1152,"Jan 9, 2019 to Mar 27, 2019",['Zero-G'],12,"['Comedy', 'Slice of Life']","['Iyashikei', 'Pets']",None
1006,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,Special,7.74,1007,1777,"Feb 24, 1993",['Toei Animation'],1,"['Adventure', 'Drama', 'Fantasy']",['None'],Shounen
1007,Free! Movie 3: Road to the World - Yume,Movie,7.74,1008,3884,"Jul 5, 2019","['Kyoto Animation', '            Animation Do']",1,['Sports'],['School'],None
1008,Gakuen Babysitters Special,Special,7.74,1009,3251,"Sep 26, 2018","[""Brain's Base""]",1,['Comedy'],"['Childcare', 'Iyashikei']",None
1009,"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",Special,7.74,1010,1019,"Sep 20, 2017",['Kyoto Animation'],1,"['Comedy', 'Fantasy', 'Slice of Life']",['None'],None
1010,Kyoukai no Kanata,TV,7.74,1011,110,"Oct 3, 2013 to Dec 19, 2013",['Kyoto Animation'],12,"['Fantasy', 'Slice of Life', 'Supernatural']",['None'],None
1011,Kyousou Giga (TV),TV,7.74,1012,1121,"Oct 10, 2013 to Dec 19, 2013",['Toei Animation'],10,"['Action', 'Fantasy', 'Supernatural']",['None'],None
1012,Lucky☆Star,TV,7.74,1013,276,"Apr 8, 2007 to Sep 17, 2007",['Kyoto Animation'],24,"['Comedy', 'Slice of Life']","['CGDCT', 'Gag Humor', 'Otaku Culture', 'Parody', 'School']",None
1013,Mairimashita! Iruma-kun,TV,7.74,1014,520,"Oct 5, 2019 to Mar 7, 2020",['Bandai Namco Pictures'],23,"['Comedy', 'Fantasy', 'Supernatural']","['Isekai', 'Mythology', 'School']",Shounen
1014,Arakawa Under the Bridge x Bridge,TV,7.73,1015,1245,"Oct 4, 2010 to Dec 27, 2010",['Shaft'],13,"['Comedy', 'Romance']",['None'],Seinen
1015,Asagao to Kase-san.,OVA,7.73,1016,1865,"Jun 9, 2018",['Zexcs'],1,"['Girls Love', 'Romance']",['School'],Shoujo
1016,Final Fantasy VII: Advent Children,Movie,7.73,1017,955,"Sep 14, 2005",['Square Enix'],1,"['Action', 'Fantasy']",['Super Power'],None
1017,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",TV,7.73,1018,361,"Jan 9, 2016 to Mar 26, 2016",['A-1 Pictures'],12,"['Action', 'Adventure', 'Fantasy']","['Isekai', 'Military']",None
1018,Gekkan Shoujo Nozaki-kun Specials,Special,7.73,1019,1429,"Sep 24, 2014 to Feb 25, 2015",['Doga Kobo'],6,"['Comedy', 'Romance']",['School'],None
1019,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,TV,7.73,1020,2103,"Apr 3, 2018 to Jun 26, 2018",['Production I.G'],12,"['Action', 'Drama', 'Sci-Fi']","['Adult Cast', 'Military', 'Space']",None
1020,Hidamari Sketch x 365 Specials,Special,7.73,1021,4575,"Mar 25, 2009 to Oct 24, 2009",['Shaft'],3,"['Comedy', 'Slice of Life']","['CGDCT', 'Iyashikei', 'School', 'Visual Arts']",Seinen
1021,Junjou Romantica OVA,OVA,7.73,1022,2601,"Dec 20, 2012 to Dec 1, 2015",['Studio Deen'],2,"['Boys Love', 'Comedy', 'Drama', 'Romance']",['None'],None
1022,Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D,Movie,7.73,1023,4731,"Mar 26, 2011",['Production I.G'],1,"['Mystery', 'Sci-Fi']","['Adult Cast', 'Detective', 'Mecha', 'Military']",Seinen
1023,Mahouka Koukou no Rettousei: Tsuioku-hen,Special,7.73,1024,2328,"Dec 31, 2021",['8bit'],1,"['Sci-Fi', 'Supernatural']",['None'],None
