Game ID,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Single Player/ Multi Player,Download Size,Viewership (Thousands),Online/Offline,In game purchase,Price,Countries,In game voice/chat
7892FI,The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,1.85,1.8,0.95,0.48,5.08,90,57,8,416,Nintendo,E,Single Player,31793,72,Online,Yes,41,25,No
8486DY,Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.98,82,24,8.2,46,"Neversoft Entertainment, BudCat",T,Multi Player,2036,2,Online,No,63,92,Yes
9626US,Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.05,1.17,0.29,0.46,4.98,68,34,7.1,47,Nintendo,T,Multi Player,72196,51,Online,Yes,50,24,No
5259IP,Uncharted: Drake's Fortune,PS3,2007,Action,Sony Computer Entertainment,2.31,1.72,0.12,0.77,4.92,88,66,8.1,2306,"Naughty Dog, SCE/WWS",T,Single Player,9112,373,Offline,No,65,49,No
3225YR,Assassin's Creed,PS3,2007,Adventure,Ubisoft,1.91,2,0.09,0.82,4.82,81,40,7.3,769,Ubisoft Montreal,M,Single Player,89289,127,Online,No,63,57,No
3958SV,LEGO Star Wars: The Complete Saga,DS,2007,Action,LucasArts,2.83,1.48,0,0.45,4.76,80,9,5.4,46,TT Fusion,E,Single Player,30255,262,Online,No,62,23,No
9558PR,Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.04,1.11,0,0.43,4.6,86,36,8.4,87,Vicarious Visions,T,Single Player,351,35,Offline,No,63,20,No
4238RZ,Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.91,0.01,0.42,4.53,85,69,7.9,165,Neversoft Entertainment,T,Multi Player,1955,11,Offline,No,67,27,No
4139VC,Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19,80,67,7.1,120,Polyphony Digital,E,Single Player,5057,19,Offline,No,64,94,No
5975RK,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0,0,4.09,91,46,7.9,785,Blizzard Entertainment,T,Multi Player,6191,68,Online,No,69,1,No
3405ZP,God of War II,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93,70,8.9,709,SCE Santa Monica,M,Single Player,10316,138,Online,Yes,46,67,No
5220CO,Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,90,66,8.3,381,Turn 10,E,Multi Player,6670,55,Offline,No,67,11,No
7708KN,Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05,56,27,6,44,Cat Daddy Games,E,Single Player,667,39,Online,Yes,45,16,No
2470PH,Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.94,84,65,8.8,72,Level 5,E10+,Single Player,1264,20,Offline,Yes,41,23,No
6113OP,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,59,22,4,4,"Nintendo, Namco Bandai Games",E,Multi Player,902,53,Online,No,65,19,Yes
4534NV,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68,33,6.9,39,Nintendo,E,Single Player,1019,13,Offline,Yes,41,27,No
9587HB,Super Paper Mario,Wii,2007,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71,85,56,7.9,417,Intelligent Systems,E,Multi Player,329,85,Online,Yes,41,12,Yes
4051PB,MySims,DS,2007,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67,15,7.3,13,TOSE,E,Multi Player,1041,13,Offline,No,64,14,No
7151VP,Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,0.05,0,0.64,2.93,3.63,82,10,7.9,38,Konami,E,Single Player,17721,55,Offline,Yes,41,87,No
5143BO,Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,70,39,8,9,Office Create,E,Single Player,6493,71,Offline,Yes,50,30,No
9265PT,FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,0.68,0,0,2.46,3.14,83,12,6.5,36,EA Canada,E,Single Player,67094,64,Online,Yes,45,67,No
7249OW,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,3.1,93,45,8,604,4J Studios,M,Single Player,4221,24,Online,No,69,24,No
2128QW,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,1.15,0,0.76,1.09,3,73,24,9.2,173,"Spike, Namco Bandai Games",T,Single Player,92481,211,Online,Yes,44,53,No
5124TT,Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.79,0.03,0.27,2.91,91,74,8.7,1692,BioWare,M,Single Player,7894,85,Offline,No,64,25,No
2535WS,Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,1.41,1.12,0.05,0.3,2.89,61,37,5.3,23,OfficeCreate,E,Single Player,1910,60,Online,Yes,50,26,No
4150WE,BioShock,X360,2007,Shooter,Take-Two Interactive,1.65,0.85,0.05,0.28,2.83,96,88,8.9,2249,"Irrational Games, 2K Marin",M,Single Player,60459,6,Offline,Yes,40,27,No
6177TD,Sonic and the Secret Rings,Wii,2007,Platform,Sega,1.21,1.19,0.04,0.29,2.73,69,44,6.6,174,Sonic Team,E,Single Player,354,14,Online,Yes,49,13,No
6897SR,Mario Strikers Charged,Wii,2007,Sports,Nintendo,1.05,1.05,0.24,0.24,2.58,79,47,8,124,Next Level Games,E10+,Single Player,7767,60,Online,Yes,45,14,No
8778EE,LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts,1.53,0.81,0,0.24,2.57,80,24,7.4,114,Traveller's Tales,E10+,Multi Player,23423,292,Online,Yes,43,28,Yes
6141DB,Madden NFL 08,PS2,2007,Sports,Electronic Arts,2.14,0.08,0,0.35,2.57,78,11,7.8,17,EA Tiburon,E,Single Player,18762,63,Online,No,66,24,No
6712RD,Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom,0.37,0.27,1.75,0.18,2.57,72,38,8.7,83,Capcom,T,Single Player,2668,56,Online,No,61,23,No
9679ES,Game Party,Wii,2007,Misc,Midway Games,1.47,0.77,0,0.24,2.48,25,8,4.3,26,Midway,E,Single Player,1629,42,Offline,No,68,27,No
4176BU,Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,0.69,0,0.04,1.68,2.41,62,11,6.2,34,Black Box,E10+,Single Player,3004,41,Online,Yes,42,75,No
5384DD,Madden NFL 08,X360,2007,Sports,Electronic Arts,2.18,0.01,0,0.18,2.37,85,46,6.4,108,EA Tiburon,E,Single Player,74146,77,Online,Yes,45,27,No
2805SK,WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ,0.92,0,0.01,1.41,2.34,71,11,7.2,31,Yuke's,T,Single Player,52670,170,Online,Yes,49,76,No
2639UJ,LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,1.02,0.9,0,0.36,2.29,80,18,6.7,87,Traveller's Tales,E10+,Single Player,65429,149,Offline,Yes,47,18,No
3231DP,Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,1.4,0.53,0.02,0.3,2.24,83,45,7.8,52,Neversoft Entertainment,T,Single Player,1104,23,Online,Yes,41,19,No
4729KB,Guitar Hero II,X360,2007,Misc,Activision,2.01,0.02,0,0.17,2.2,92,55,8.1,220,Harmonix Music Systems,T,Single Player,1595,93,Online,No,65,23,No
2185JE,Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision,0.52,1.02,0,0.59,2.13,64,45,7.5,30,Amaze Entertainment,T,Multi Player,95915,59,Offline,No,60,87,No
1173PD,Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment,1.35,0.52,0,0.19,2.07,73,16,7.1,27,Konami,E10+,Multi Player,9507,85,Online,Yes,41,15,No
4364BO,Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts,1.04,0.79,0.01,0.21,2.05,72,42,7.1,78,EA Black Box,E10+,Single Player,798,14,Online,Yes,43,20,No
8739EV,Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,0.73,0.91,0.04,0.36,2.04,73,26,6,43,EA Black Box,E10+,Single Player,3153,80,Offline,No,69,28,No
2670DP,TouchMaster,DS,2007,Puzzle,Midway Games,0.48,1.27,0,0.24,2,71,19,5.7,9,Midway Studios - San Diego,E10+,Single Player,1824,60,Online,Yes,46,27,No
6663OC,Rayman Raving Rabbids 2,Wii,2007,Misc,Ubisoft,0.82,0.82,0,0.2,1.83,67,25,8.3,66,Ubisoft Montpellier,E10+,Single Player,944,45,Online,No,68,20,No
5143VX,The Orange Box,X360,2007,Shooter,Electronic Arts,1.09,0.53,0.02,0.17,1.82,96,54,8.9,797,Valve Software,M,Multi Player,12766,60,Online,Yes,41,23,Yes
9593PR,Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo,0.89,0.74,0.07,0.09,1.79,90,62,8.9,491,Retro Studios,T,Single Player,30044,71,Online,No,70,25,No
8859CW,FIFA Soccer 08,PS3,2007,Sports,Electronic Arts,0.35,1.06,0.02,0.31,1.75,81,28,7.1,47,EA Canada,E,Single Player,94804,26,Online,No,61,14,No
3468XE,Crackdown,X360,2007,Shooter,Microsoft Game Studios,1,0.53,0.03,0.18,1.75,83,75,8,340,Realtime Worlds,M,Single Player,58617,68,Offline,No,65,15,No
8878WI,Personal Trainer: Math,DS,2007,Puzzle,Nintendo,0.48,1.12,0,0.08,1.69,63,11,,,Jupiter Corporation,E,Single Player,1063,38,Offline,No,64,28,No
5125EY,Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,LucasArts,0.9,0.46,0,0.32,1.67,73,35,7.9,46,Rebellion,T,Single Player,27638,77,Online,Yes,40,20,No
5239EM,Heavenly Sword,PS3,2007,Action,Sony Computer Entertainment,0.57,0.72,0.06,0.29,1.65,79,64,8.3,544,Ninja Theory,T,Single Player,36266,154,Offline,No,63,13,No
9233IO,MySims,Wii,2007,Simulation,Electronic Arts,0.9,0.54,0.04,0.17,1.65,68,38,7.2,56,EA Redwood Shores,E,Single Player,1385,33,Offline,No,62,15,No
1893MT,SpongeBob's Atlantis SquarePantis,DS,2007,Action,THQ,1.49,0,0,0.11,1.6,64,5,,,THQ,E,Single Player,26066,955,Online,Yes,49,22,No
8290OM,Pro Evolution Soccer 2008,PS3,2007,Sports,Konami Digital Entertainment,0.04,1.1,0.32,0.13,1.59,74,19,6.1,47,Konami,E,Multi Player,22077,53,Online,Yes,46,16,Yes
4970AV,Resident Evil: The Umbrella Chronicles,Wii,2007,Action,Capcom,0.67,0.43,0.29,0.14,1.52,75,47,7.6,122,Cavia Inc.,M,Single Player,102345,336,Online,No,63,16,No
9393TE,The Simpsons Game,PS2,2007,Action,Electronic Arts,0.35,0.03,0,1.13,1.51,68,10,8.2,27,Electronic Arts,T,Single Player,55247,251,Online,Yes,48,40,No
8870MH,The Simpsons Game,DS,2007,Action,Electronic Arts,0.56,0.77,0,0.17,1.51,69,17,7.3,18,Griptonite Games,T,Single Player,24240,235,Online,Yes,47,27,No
1735VY,Sonic Rivals 2,PSP,2007,Racing,Sega,0.44,0.67,0,0.37,1.48,60,24,7.8,35,Backbone Entertainment,E,Single Player,6587,19,Offline,Yes,41,30,No
3726EF,SingStar Pop,PS2,2007,Misc,Sony Computer Entertainment,0.04,1.08,0,0.32,1.44,73,13,7.5,8,SCEE London Studio,E10+,Single Player,1234,73,Offline,Yes,43,17,No
3726HH,My Word Coach,DS,2007,Misc,Ubisoft,0.37,0.89,0,0.18,1.44,71,7,6.8,5,Ubisoft,E,Single Player,684,2,Online,No,67,27,No
2216YC,WWE SmackDown vs Raw 2008,X360,2007,Fighting,THQ,0.92,0.38,0,0.13,1.43,71,41,6.8,48,Yuke's,T,Multi Player,9683,237,Online,No,63,12,Yes
9723FV,Smarty Pants,Wii,2007,Misc,Electronic Arts,0.52,0.75,0,0.16,1.43,65,26,7.6,10,Planet Moon Studios,E,Multi Player,918,55,Online,No,68,28,No
2359CS,FIFA Soccer 08,PSP,2007,Sports,Electronic Arts,0.2,0.76,0,0.39,1.35,79,7,7.4,15,EA Canada,E,Single Player,45684,34,Offline,No,69,25,No
9426VO,FIFA Soccer 08,X360,2007,Sports,Electronic Arts,0.31,0.89,0.01,0.14,1.35,82,43,7.9,57,EA Canada,E,Single Player,100843,139,Online,Yes,47,13,No
2580EV,WWE SmackDown vs Raw 2008,PS3,2007,Fighting,THQ,0.62,0.49,0.01,0.2,1.33,74,27,7.3,41,Yuke's,T,Multi Player,36952,658,Online,Yes,44,30,Yes
7851SH,Namco Museum DS,DS,2007,Misc,Atari,1.13,0.01,0.06,0.09,1.29,67,19,5.9,8,M2,E,Single Player,1099,4,Online,No,62,25,No
5864OY,EA Playground,Wii,2007,Sports,Electronic Arts,0.68,0.47,0,0.13,1.29,66,32,7.6,30,EA Canada,E,Multi Player,46849,40,Offline,No,62,20,No
4556VS,Rockstar Games presents Table Tennis,Wii,2007,Sports,Take-Two Interactive,0.39,0.72,0,0.15,1.26,68,36,5.8,21,Rockstar San Diego,E,Multi Player,18592,76,Offline,No,61,28,No
8791HI,Tom Clancy's Rainbow Six: Vegas,PS3,2007,Shooter,Ubisoft,0.47,0.53,0.03,0.22,1.25,86,32,7.6,81,Ubisoft Montreal,M,Multi Player,15028,34,Online,Yes,40,26,Yes
8960SA,Ben 10: Protector of Earth,Wii,2007,Action,D3Publisher,0.54,0.55,0,0.13,1.23,63,6,7.7,9,High Voltage Software,E10+,Multi Player,45550,318,Online,Yes,41,28,Yes
9121IF,Diddy Kong Racing DS,DS,2007,Racing,Nintendo,1.09,0.03,0,0.09,1.22,63,39,7.5,27,Rare Ltd.,E,Single Player,4121,48,Offline,No,69,29,No
4023AF,Medal of Honor: Airborne,PS3,2007,Shooter,Electronic Arts,0.25,0.69,0.03,0.25,1.21,75,16,7.6,39,Electronic Arts,T,Single Player,22534,76,Online,Yes,40,17,No
3762FN,The Sims 2: Castaway,Wii,2007,Simulation,Electronic Arts,0.44,0.63,0,0.14,1.2,73,19,8.2,10,Maxis,T,Single Player,3956,22,Offline,Yes,40,11,No
3017JP,WWE SmackDown vs Raw 2008,PSP,2007,Fighting,THQ,0.45,0.47,0,0.28,1.19,68,11,7.8,15,Yuke's,T,Single Player,5505,395,Online,Yes,43,27,No
6189NO,Sonic Rush Adventure,DS,2007,Platform,Sega,0.53,0.48,0.01,0.12,1.15,78,32,8.2,66,Dimps Corporation,E,Single Player,974,72,Offline,Yes,44,11,No
9779PL,Medal of Honor Heroes 2,PSP,2007,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.15,69,20,7.3,30,EA LA,T,Single Player,101017,13,Online,No,61,11,No
5156XW,Call of Duty 4: Modern Warfare,PC,2007,Shooter,Activision,0,1.12,0,0.03,1.15,92,40,8.5,2360,Infinity Ward,M,Multi Player,78896,55,Offline,No,69,27,No
2911OL,Ninja Gaiden Sigma,PS3,2007,Action,Eidos Interactive,0.57,0.32,0.09,0.16,1.14,88,46,7.5,155,Team Ninja,M,Single Player,60214,1574,Offline,Yes,40,25,No
2170LA,Hot Shots Golf: Out of Bounds,PS3,2007,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14,81,66,8.8,32,Clap Hanz,E,Single Player,26745,66,Online,Yes,46,18,No
6378WQ,SingStar,PS3,2007,Misc,Sony Computer Entertainment,0.45,0.56,0,0.12,1.13,82,48,5.9,15,SCEE London Studio,T,Single Player,1309,80,Online,Yes,50,22,No
8928QD,Need for Speed: ProStreet,Wii,2007,Racing,Electronic Arts,0.53,0.45,0,0.12,1.1,61,16,6.9,14,EA Games,E10+,Single Player,5717,18,Offline,No,70,14,No
8917RX,Medal of Honor: Airborne,X360,2007,Shooter,Electronic Arts,0.45,0.52,0.01,0.12,1.1,73,54,6.7,77,Electronic Arts,T,Single Player,56489,2,Offline,No,60,17,No
7425VR,Virtua Fighter 5,PS3,2007,Fighting,Sega,0.29,0.51,0.08,0.2,1.08,85,47,7.4,67,Sega AM2,T,Multi Player,38076,1130,Offline,No,63,23,No
6468DH,The Simpsons Game,PSP,2007,Action,Electronic Arts,0.24,0.54,0,0.3,1.07,59,7,6.7,15,"Electronic Arts, Rebellion",T,Multi Player,93305,192,Offline,No,62,16,No
1732XH,Pro Evolution Soccer 2008,X360,2007,Sports,Konami Digital Entertainment,0.08,0.9,0.04,0.05,1.07,76,29,7.8,36,Konami,E,Single Player,80539,14,Online,Yes,41,15,No
3338RX,The Orange Box,PS3,2007,Shooter,Electronic Arts,0.28,0.58,0,0.21,1.06,89,21,8.4,188,EA Games,M,Single Player,13674,1,Offline,Yes,43,25,No
9929HJ,Endless Ocean,Wii,2007,Adventure,Nintendo,0.43,0.46,0.09,0.09,1.06,72,42,8.1,61,Arika,E,Single Player,22831,29,Online,No,63,23,No
8027HQ,Warhawk,PS3,2007,Simulation,Sony Computer Entertainment,0.49,0.39,0,0.17,1.06,84,50,8.4,183,Incognito Inc.,T,Multi Player,7918,72,Online,Yes,48,24,No
9454XL,DiRT,PS3,2007,Racing,Codemasters,0.16,0.66,0,0.23,1.05,83,32,8,32,Codemasters,E,Single Player,6806,14,Offline,No,69,29,No
9722JJ,Call of Duty 4: Modern Warfare,DS,2007,Shooter,Activision,0.95,0.01,0.01,0.08,1.05,75,22,6.9,36,n-Space,T,Multi Player,51949,73,Offline,No,66,11,No
4597QR,Dora the Explorer: Dora Saves the Mermaids,DS,2007,Platform,Take-Two Interactive,0.97,0.01,0,0.07,1.05,44,5,,,Black Lantern Studios,E,Single Player,1377,30,Offline,Yes,48,15,No
7478LG,Virtua Tennis 3,PS3,2007,Sports,Sega,0.23,0.58,0.03,0.21,1.05,80,35,7.9,32,Sega AM3,E,Single Player,99249,52,Online,No,70,17,No
9159JL,The Simpsons Game,X360,2007,Action,Electronic Arts,0.54,0.39,0,0.11,1.03,71,52,7.7,71,"Electronic Arts, EA Redwood Shores",T,Single Player,32773,1497,Online,No,65,16,No
8396RW,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.03,84,29,8.1,41,"Red Storm Entertainment, Ubisoft Paris",T,Single Player,25324,76,Offline,Yes,40,29,No
6770GA,FIFA Soccer 08,Wii,2007,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02,65,13,6.1,26,EA Canada,E,Multi Player,56830,40,Offline,Yes,46,14,No
2526LW,Tiger Woods PGA Tour 08,Wii,2007,Sports,Electronic Arts,0.93,0.01,0,0.08,1.02,72,24,7,22,EA Salt Lake,E,Single Player,94268,64,Online,No,64,30,No
9476WM,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007,Fighting,Atari,0.32,0.36,0.26,0.09,1.02,72,27,8.4,61,"Spike, Namco Bandai Games",T,Single Player,28671,454,Offline,No,69,19,No
8920AC,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02,86,58,8.1,89,"Red Storm Entertainment, Ubisoft Paris",T,Multi Player,72869,14,Offline,No,64,14,No
8693MY,Ace Combat 6: Fires of Liberation,X360,2007,Simulation,Atari,0.69,0.04,0.22,0.06,1.01,80,54,7.9,101,Project Aces,T,Multi Player,8390,54,Offline,Yes,44,20,No
2334CL,The Simpsons Game,Wii,2007,Action,Electronic Arts,0.45,0.46,0,0.11,1.01,64,19,6.1,38,"Electronic Arts, Rebellion",T,Single Player,37841,1598,Offline,No,64,10,No
2822SO,Apollo Justice: Ace Attorney,DS,2007,Adventure,Capcom,0.28,0.04,0.64,0.03,0.99,78,48,8.1,84,Capcom,T,Single Player,93389,76,Offline,Yes,50,10,No
4595YU,WWE SmackDown vs Raw 2008,Wii,2007,Fighting,THQ,0.38,0.5,0,0.11,0.98,59,13,5.9,18,Yuke's,T,Single Player,35443,310,Online,No,60,28,No
7248LE,Madden NFL 08,PS3,2007,Sports,Electronic Arts,0.89,0,0,0.08,0.97,81,31,5.3,33,EA Tiburon,E,Single Player,6132,21,Offline,No,70,14,No
9824OP,Grand Theft Auto: Vice City Stories,PS2,2007,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97,75,37,7.9,67,Rockstar Leeds,M,Single Player,12826,288,Online,No,70,19,No
4379UP,MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0,0.13,0.93,83,25,8.6,19,SCEA,E,Single Player,40866,77,Offline,No,70,27,No
2278EM,Build-A-Bear Workshop,DS,2007,Simulation,Game Factory,0.85,0.01,0,0.07,0.93,61,11,4.8,5,Neko Entertainment,E,Multi Player,1621,26,Offline,No,69,26,No
2151PS,Lost Odyssey,X360,2007,Role-Playing,Microsoft Game Studios,0.45,0.26,0.11,0.08,0.9,78,68,8.3,432,Mistwalker,T,Single Player,5406,65,Offline,No,69,22,No
5270PU,Spider-Man 3,PS2,2007,Platform,Activision,0.74,0.03,0.01,0.12,0.9,50,14,6.5,28,Vicarious Visions,T,Single Player,974,4,Offline,Yes,45,29,No
2047MO,The Simpsons Game,PS3,2007,Action,Electronic Arts,0.38,0.36,0,0.15,0.88,71,30,7.5,49,EA Redwood Shores,T,Multi Player,11508,241,Online,No,66,13,No
6206SJ,Madden NFL 08,Wii,2007,Sports,Electronic Arts,0.8,0,0,0.07,0.87,76,29,6.8,27,EA Tiburon,E,Single Player,4511,54,Offline,Yes,42,13,No
5342UV,DiRT,X360,2007,Racing,Codemasters,0.38,0.4,0,0.09,0.87,83,59,7.4,94,Codemasters,E,Multi Player,2223,18,Online,Yes,45,13,Yes
2883OP,Warriors Orochi,PS2,2007,Action,Tecmo Koei,0.11,0.09,0.64,0.03,0.87,55,14,8.2,16,Omega Force,T,Multi Player,65219,1910,Offline,No,69,16,No
2299JC,SingStar '90s,PS2,2007,Misc,Sony Computer Entertainment,0.1,0.59,0,0.18,0.87,73,29,,,SCEE,T,Single Player,1320,8,Offline,Yes,50,21,No
3530VH,Tomb Raider: Anniversary,Wii,2007,Action,Eidos Interactive,0.12,0.62,0,0.11,0.85,73,22,7.3,25,Crystal Dynamics,T,Single Player,5568,1029,Offline,No,70,28,No
7796PW,NBA 2K8,X360,2007,Sports,Take-Two Interactive,0.79,0,0,0.07,0.85,81,33,7,28,Visual Concepts,E,Single Player,28465,19,Offline,No,66,25,No
9001CQ,Ratatouille,PS2,2007,Action,THQ,0.31,0,0,0.53,0.85,65,9,8,11,Asobo Studio,E,Single Player,3987,211,Online,No,66,99,No
2721HI,Harry Potter and the Order of the Phoenix,DS,2007,Action,Electronic Arts,0.28,0.46,0,0.1,0.84,51,15,4.9,19,Visual Impact,E,Single Player,50127,297,Online,No,68,14,No
2973WK,Blazing Angels: Squadrons of WWII,Wii,2007,Simulation,Ubisoft,0.74,0.04,0,0.06,0.83,57,11,6.7,28,Ubisoft,T,Single Player,10117,70,Offline,Yes,41,25,No
3757QW,Time Crisis 4,PS3,2007,Shooter,Namco Bandai Games,0.32,0.32,0.05,0.14,0.83,60,52,7.4,21,Nex Entertainment,T,Single Player,86649,54,Offline,No,70,22,No
3806IY,Harvest Moon: Tree of Tranquility,Wii,2007,Simulation,Rising Star Games,0.67,0.03,0.06,0.05,0.82,65,18,8.2,28,Marvelous Entertainment,E,Single Player,6011,21,Online,Yes,50,10,No
7737WQ,Stranglehold,X360,2007,Shooter,Midway Games,0.4,0.33,0.01,0.09,0.82,77,59,7.6,91,Midway,M,Single Player,75568,16,Online,Yes,41,24,No
8605YO,Patapon,PSP,2007,Misc,Sony Computer Entertainment,0.33,0.25,0.07,0.16,0.81,86,60,8.7,102,SCE Japan Studio,E,Single Player,1036,43,Offline,Yes,50,27,No
6455WS,Rayman Raving Rabbids 2,DS,2007,Misc,Ubisoft,0.73,0.01,0,0.06,0.8,57,8,7,15,Ubisoft Paris,E10+,Single Player,1209,27,Online,Yes,48,15,No
2748QH,Dance Dance Revolution SuperNOVA 2,PS2,2007,Simulation,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79,70,10,,,Konami,E10+,Single Player,6339,11,Offline,Yes,46,14,No
5252OL,NCAA Football 08,PS2,2007,Sports,Electronic Arts,0.65,0.03,0,0.11,0.79,83,6,8.3,23,EA Tiburon,E,Single Player,52374,75,Offline,No,62,11,No
6218SL,The Sims 2: Castaway,PSP,2007,Simulation,Electronic Arts,0.08,0.46,0,0.25,0.79,64,5,7.3,18,Maxis,E10+,Single Player,5999,47,Offline,No,69,13,No
2588LO,Drawn to Life,DS,2007,Action,THQ,0.71,0.01,0,0.06,0.78,73,34,8.2,30,5TH Cell,E,Single Player,75150,164,Offline,Yes,50,25,No
3407LJ,Ghost Squad,Wii,2007,Shooter,Sega,0.42,0.21,0.08,0.07,0.77,69,42,7.5,31,"Artificial Mind and Movement, Polygon Magic",T,Single Player,49444,51,Offline,No,61,29,No
8559OW,Spectrobes,DS,2007,Role-Playing,Disney Interactive Studios,0.66,0.02,0,0.06,0.74,63,37,7.9,31,Jupiter Corporation,E,Single Player,4907,2,Offline,No,63,23,No
7583JJ,Tom Clancy's Rainbow Six: Vegas,PSP,2007,Shooter,Ubisoft,0.42,0.19,0,0.13,0.74,60,20,7.1,31,Ubisoft Montreal,T,Single Player,102197,79,Online,Yes,41,28,No
2810BS,Namco Museum Remix,Wii,2007,Misc,Atari,0.68,0,0,0.05,0.74,49,18,6.3,4,TOSE,E,Single Player,680,31,Online,No,66,28,No
2186WZ,Pirates of the Caribbean: At World's End,PS3,2007,Action,Disney Interactive Studios,0.17,0.41,0,0.15,0.73,55,24,6.9,19,Eurocom Entertainment Software,T,Single Player,61787,273,Offline,No,63,14,No
5081JD,Tiger Woods PGA Tour 08,PS3,2007,Sports,Electronic Arts,0.22,0.37,0,0.14,0.73,79,30,6.6,7,EA Salt Lake,E,Single Player,92402,18,Online,No,69,27,No
2151SS,Harvest Moon DS: Island of Happiness,DS,2007,Simulation,Rising Star Games,0.43,0.01,0.25,0.04,0.72,65,15,7,22,TOSE,E,Single Player,2689,2,Offline,No,60,10,No
9925ZQ,NBA Live 08,PS2,2007,Sports,Electronic Arts,0.59,0.02,0.01,0.1,0.72,68,10,6.6,9,EA Canada,E,Single Player,16717,134,Online,Yes,44,22,No
3170DO,Major League Baseball 2K7,X360,2007,Sports,Spike,0.67,0,0,0.06,0.72,79,31,7.1,34,Kush Games,E,Single Player,26073,56,Offline,No,60,29,No
4055SX,Skate,X360,2007,Sports,Electronic Arts,0.62,0.03,0,0.06,0.71,86,59,8.4,137,EA Black Box,T,Single Player,71021,24,Offline,No,64,12,No
1846QT,Ben 10: Protector of Earth,PSP,2007,Action,D3Publisher,0.23,0.3,0,0.18,0.71,60,4,7.2,23,High Voltage Software,E10+,Single Player,48274,136,Offline,Yes,45,22,No
9232OO,Crysis,PC,2007,Shooter,Electronic Arts,0,0.69,0,0.02,0.71,91,56,8,1970,Crytek,M,Single Player,10827,42,Online,No,67,19,No
3617XW,The Sims 2: Castaway,DS,2007,Simulation,Electronic Arts,0.62,0.04,0,0.06,0.71,66,8,4,5,Full Fat,E,Single Player,4606,147,Offline,No,70,17,No
2909TE,Madden NFL 08,PSP,2007,Sports,Electronic Arts,0.6,0.04,0,0.07,0.71,75,10,6.8,8,EA Tiburon,E,Multi Player,66009,32,Offline,Yes,50,14,No
