Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad
83.97,40,66291.67,158.42,Progressive asynchronous adapter,West Lisa,Male,Croatia,02-02-2016 11:49,0
76.56,30,68030.18,213.75,Business-focused high-level hardware,Greentown,Female,Brunei Darussalam,08-03-2016 10:39,0
35.49,48,43974.49,159.77,Fully-configurable holistic throughput,Timothyport,Female,American Samoa,08-04-2016 14:35,1
80.29,31,49457.48,244.87,Ameliorated contextually-based collaboration,Teresahaven,Male,Netherlands Antilles,30-06-2016 00:40,0
50.19,40,33987.27,117.3,Progressive uniform budgetary management,Lake Stephenborough,Female,Thailand,25-03-2016 19:02,1
59.12,33,28210.03,124.54,Synergistic stable infrastructure,Silvaton,Female,Greece,12-05-2016 21:32,1
59.88,30,75535.14,193.63,Reverse-engineered content-based intranet,West Michaelstad,Male,French Polynesia,02-03-2016 05:11,0
59.7,28,49158.5,120.25,Expanded zero administration attitude,Florestown,Female,Guernsey,10-05-2016 14:12,1
67.8,30,39809.69,117.75,Team-oriented 6thgeneration extranet,New Jay,Male,Isle of Man,03-03-2016 02:59,1
81.59,35,65826.53,223.16,Managed disintermediate capability,North Lisachester,Female,Holy See (Vatican City State),04-07-2016 11:03,0
81.1,29,61172.07,216.49,Front-line dynamic model,Port Stacy,Male,El Salvador,08-07-2016 03:47,0
41.7,39,42898.21,126.95,Innovative regional structure,Jensenton,Female,China,27-05-2016 05:35,1
73.94,27,68333.01,173.49,Function-based incremental standardization,North Alexandra,Female,Myanmar,10-02-2016 13:46,0
58.35,37,70232.95,132.63,Universal asymmetric workforce,Rivasland,Female,Macao,12-06-2016 21:21,1
51.56,46,63102.19,124.85,Business-focused client-driven forecast,Helenborough,Female,Australia,07-01-2016 13:58,1
79.81,37,51847.26,253.17,Realigned global initiative,Garnerberg,Female,United States Virgin Islands,13-05-2016 14:12,0
66.17,26,63580.22,228.7,Business-focused maximized complexity,North Anaport,Female,Mexico,02-05-2016 00:01,0
58.21,37,47575.44,105.94,Open-source global strategy,Pattymouth,Female,Djibouti,07-02-2016 17:06,1
66.12,49,39031.89,113.8,Stand-alone motivating moratorium,South Alexisborough,Female,Cote d'Ivoire,15-02-2016 07:27,1
80.47,42,70505.06,215.18,Grass-roots multimedia policy,East Jennifer,Male,Mali,21-02-2016 05:23,0
77.05,31,62161.26,236.64,Upgradable local migration,Hallfort,Female,Jamaica,20-03-2016 22:27,0
49.99,41,61068.26,121.07,Profound bottom-line standardization,New Charleschester,Female,Romania,24-03-2016 09:34,1
80.3,58,49090.51,173.43,Managed client-server access,East Breannafurt,Female,Cayman Islands,04-04-2016 20:01,1
79.36,33,62330.75,234.72,Cross-platform directional intranet,East Susanland,Male,Gambia,02-01-2016 04:50,0
57.86,30,18819.34,166.86,Horizontal modular success,Estesfurt,Female,Algeria,08-07-2016 17:14,1
70.29,26,62053.37,231.37,Vision-oriented multi-tasking success,Shirleyfort,Male,Puerto Rico,28-03-2016 19:48,0
84.53,33,61922.06,215.18,Optional multi-state hardware,Douglasview,Male,Norfolk Island,11-07-2016 09:32,0
59.13,44,49525.37,106.04,Upgradable heuristic system engine,South Lisa,Male,Turkey,09-06-2016 17:11,1
81.51,,53412.32,250.03,Future-proofed modular utilization,Kingshire,Female,Guinea,19-05-2016 09:30,0
42.94,37,56681.65,130.4,Synergistic dynamic orchestration,Rebeccamouth,Male,Moldova,12-04-2016 12:35,1
84.81,32,43299.63,233.93,Multi-layered stable encoding,Brownbury,Male,Greece,04-07-2016 23:17,0
82.79,34,47997.75,132.08,Team-oriented zero-defect initiative,South Aaron,Female,American Samoa,01-02-2016 00:52,1
59.22,55,39131.53,126.39,Polarized 5thgeneration matrix,North Andrew,Male,Honduras,13-01-2016 02:39,1
35,40,46033.73,151.25,Fully-configurable context-sensitive Graphic Interface,South Walter,Male,Mongolia,18-06-2016 16:02,1
46.61,42,65856.74,136.18,Progressive intermediate throughput,Catherinefort,Female,Ethiopia,01-01-2016 20:17,1
63.26,29,54787.37,120.46,Customizable holistic archive,East Donna,Male,Ethiopia,02-03-2016 04:02,1
79.16,32,69562.46,202.9,Compatible intermediate concept,East Timothy,Male,Sri Lanka,30-03-2016 20:23,0
67.94,43,68447.17,128.16,Assimilated next generation firmware,North Kimberly,Female,Morocco,01-05-2016 00:23,1
79.91,32,62772.42,230.18,Total zero administration software,South Stephanieport,Male,United Arab Emirates,17-06-2016 03:02,0
66.14,41,78092.95,165.27,Re-engineered impactful software,North Isabellaville,Female,Western Sahara,23-03-2016 08:52,0
43.65,39,63649.04,138.87,Business-focused background synergy,North Aaronburgh,Female,Western Sahara,08-05-2016 22:24,1
59.61,21,60637.62,198.45,Future-proofed coherent budgetary management,Port James,Male,Cambodia,06-04-2016 05:55,0
46.61,52,27241.11,156.99,Ergonomic methodical encoding,Danielview,Female,New Zealand,05-04-2016 05:54,1
89.37,34,42760.22,162.03,Compatible dedicated productivity,Port Stacey,Male,Australia,16-04-2016 12:26,0
65.1,49,59457.52,118.1,Up-sized real-time methodology,West Kevinfurt,Male,Bulgaria,01-06-2016 03:44,1
53.44,42,42907.89,108.17,Up-sized next generation architecture,Lake Jennifer,Male,Libyan Arab Jamahiriya,04-04-2016 22:00,1
79.53,51,46132.18,244.91,Managed 6thgeneration hierarchy,Reyesfurt,Female,Barbados,26-06-2016 04:22,0
91.43,39,46964.11,209.91,Organic motivating model,West Carmenfurt,Male,French Polynesia,07-07-2016 03:55,0
73.57,30,70377.23,212.38,Pre-emptive transitional protocol,North Stephanieberg,Female,Uruguay,20-03-2016 08:22,0
78.76,32,70012.83,208.02,Managed attitude-oriented Internet solution,East Valerie,Male,Uruguay,20-04-2016 10:04,0
76.49,23,56457.01,181.11,Public-key asynchronous matrix,Sherrishire,Female,Brazil,25-03-2016 05:05,0
61.72,26,67279.06,218.49,Grass-roots systematic hardware,Port Daniel,Female,Venezuela,14-02-2016 07:15,0
84.53,35,54773.99,236.29,User-centric composite contingency,Brownview,Female,Myanmar,26-03-2016 00:32,0
72.03,34,70783.94,230.95,Up-sized bi-directional infrastructure,Greerton,Male,Malta,05-07-2016 22:33,0
77.47,36,70510.59,222.91,Assimilated actuating policy,Hatfieldshire,Male,Jamaica,14-03-2016 03:29,0
75.65,39,64021.55,247.9,Organized upward-trending contingency,Brianabury,Male,Bahrain,30-05-2016 02:34,0
78.15,33,72042.85,194.37,Ergonomic neutral portal,New Maria,Female,Algeria,07-03-2016 22:32,0
63.8,38,36037.33,108.7,Adaptive demand-driven knowledgebase,Colebury,Male,Tuvalu,19-03-2016 00:27,1
76.59,29,67526.92,211.64,Reverse-engineered maximized focus group,Calebberg,Female,Georgia,18-06-2016 05:17,0
42.6,55,55121.65,168.29,Switchable analyzing encryption,Lake Ian,Female,Cambodia,11-07-2016 18:12,1
78.77,28,63497.62,211.83,Public-key intangible Graphical User Interface,Gomezport,Female,Guam,01-01-2016 08:27,0
83.4,39,60879.48,235.01,Advanced local task-force,Shaneland,Female,Tanzania,07-04-2016 01:57,0
79.53,33,61467.33,236.72,Profound well-modulated array,East Aaron,Female,Indonesia,28-02-2016 22:02,0
73.89,35,70495.64,229.99,Multi-channeled asymmetric installation,Dustinborough,Male,Somalia,26-06-2016 17:25,0
75.8,36,71222.4,224.9,Multi-layered fresh-thinking neural-net,East Michaelland,Female,Belize,21-01-2016 04:30,0
81.95,31,64698.58,208.76,Distributed cohesive migration,East Connie,Male,Serbia,01-05-2016 21:46,0
56.39,58,32252.38,154.23,Programmable uniform website,West Shannon,Female,Australia,14-02-2016 10:06,1
44.73,35,55316.97,127.56,Object-based neutral policy,North Lauraland,Male,Guam,27-01-2016 18:25,1
38.35,33,47447.89,145.48,Horizontal global leverage,Port Christopher,Male,Christmas Island,16-06-2016 20:24,1
72.53,37,73474.82,223.93,Synchronized grid-enabled moratorium,South Patrickfort,Female,Papua New Guinea,21-07-2016 10:01,0
56.2,49,53549.94,114.85,Adaptive uniform capability,East Georgeside,Male,Bahamas,21-04-2016 18:31,1
79.67,28,58576.12,226.79,Total grid-enabled application,Charlesbury,Female,Comoros,20-07-2016 01:56,0
75.42,26,63373.7,164.25,Optional regional throughput,Millertown,Male,Western Sahara,26-02-2016 17:14,0
78.64,31,60283.47,235.28,Integrated client-server definition,South Renee,Male,Nicaragua,16-01-2016 17:56,0
67.69,44,37345.34,109.22,Fundamental methodical support,South Jackieberg,Female,Guam,01-04-2016 01:57,1
38.35,41,34886.01,144.69,Synergistic reciprocal attitude,Loriville,Male,Vanuatu,24-06-2016 08:42,1
59.52,44,67511.86,251.08,Managed 5thgeneration time-frame,Amandaland,Male,Bolivia,27-05-2016 18:45,0
62.26,37,77988.71,166.19,Vision-oriented uniform knowledgebase,West Robertside,Female,Malawi,26-05-2016 15:40,0
64.75,36,63001.03,117.66,Multi-tiered stable leverage,North Sarashire,Female,Venezuela,06-04-2016 01:19,1
79.97,26,61747.98,185.45,Down-sized explicit budgetary management,Port Maria,Male,Nepal,08-01-2016 19:38,0
47.9,42,48467.68,114.53,Cross-group human-resource time-frame,East Jessefort,Female,United Kingdom,24-02-2016 19:08,1
80.38,30,55130.96,238.06,Business-focused holistic benchmark,Port Anthony,Female,Albania,10-03-2016 07:07,0
64.51,42,79484.8,190.71,Virtual 5thgeneration neural-net,Edwardmouth,Male,Madagascar,29-04-2016 07:49,0
71.28,37,67307.43,246.72,Distributed scalable orchestration,Dustinchester,Male,Guyana,10-04-2016 16:08,0
50.32,40,27964.6,125.65,Realigned intangible benchmark,Rochabury,Female,Yemen,27-04-2016 18:25,1
72.76,33,66431.87,240.63,Virtual impactful algorithm,Williamsport,Male,India,10-05-2016 04:28,0
72.8,35,63551.67,249.54,Public-key solution-oriented focus group,Austinland,Female,Puerto Rico,03-01-2016 23:21,0
74.59,23,40135.06,158.35,Phased clear-thinking encoding,Lake Gerald,Male,United States Virgin Islands,15-02-2016 16:52,1
46.66,45,49101.67,118.16,Grass-roots mission-critical emulation,Wrightview,Female,Antigua and Barbuda,09-03-2016 02:07,1
48.86,54,53188.69,134.46,Proactive encompassing paradigm,Perryburgh,Female,French Guiana,09-01-2016 17:33,1
37.05,39,49742.83,142.81,Automated object-oriented firmware,Tracyhaven,Male,Antigua and Barbuda,03-02-2016 05:47,1
81.21,36,63394.41,233.04,User-friendly content-based customer loyalty,South Jaimeview,Female,Turkmenistan,02-01-2016 09:30,0
66.89,23,64433.99,208.24,Universal incremental array,Sandersland,Male,Honduras,04-01-2016 07:28,0
68.11,38,73884.48,231.21,Reactive national success,South Meredithmouth,Female,Seychelles,07-01-2016 21:21,0
69.15,46,36424.94,112.72,Automated multi-state toolset,Richardsonshire,Female,Cyprus,24-07-2016 00:22,1
65.72,36,28275.48,120.12,Managed didactic flexibility,Kimberlymouth,Female,Saint Pierre and Miquelon,13-02-2016 13:57,1
40.04,27,48098.86,161.58,Cross-platform neutral system engine,Meghanchester,Female,Poland,08-05-2016 10:25,1
68.6,33,68448.94,135.08,Focused high-level frame,Tammyshire,Female,Taiwan,17-02-2016 18:50,1
56.16,25,66429.84,164.25,Seamless motivating approach,Millerbury,Male,Cote d'Ivoire,22-01-2016 19:43,1
78.6,46,41768.13,254.59,Enhanced systematic adapter,Lake Elizabethside,Male,Micronesia,20-07-2016 13:21,0
78.29,38,57844.96,252.07,Networked regional Local Area Network,Villanuevaton,Female,Liberia,05-01-2016 20:58,0
43.83,45,35684.82,129.01,Total human-resource flexibility,Greerport,Female,Saudi Arabia,29-01-2016 05:39,1
77.31,32,62792.43,238.1,Assimilated homogeneous service-desk,North Garyhaven,Female,Nepal,17-06-2016 20:18,0
39.86,28,51171.23,161.24,Ergonomic zero tolerance encoding,East Sharon,Female,Ghana,23-02-2016 13:55,1
66.77,25,58847.07,141.13,Cross-platform zero-defect structure,Johnstonmouth,Female,Iran,09-07-2016 11:18,1
57.2,42,57739.03,110.66,Innovative maximized groupware,East Heatherside,Female,New Zealand,19-03-2016 11:09,1
73.15,25,64631.22,211.12,Face-to-face executive encryption,Lake Patrick,Male,,29-01-2016 07:14,0
82.07,24,50337.93,193.97,Monitored local Internet solution,Richardsonmouth,Female,Sri Lanka,14-06-2016 07:02,0
49.84,38,67781.31,135.24,Phased hybrid superstructure,Jenniferhaven,Male,United Arab Emirates,18-05-2016 03:19,1
43.97,36,68863.95,156.97,User-friendly grid-enabled analyzer,Boyerberg,Male,Indonesia,30-01-2016 09:54,1
77.25,27,55901.12,231.38,Pre-emptive neutral contingency,Port Elijah,Male,Saint Vincent and the Grenadines,25-04-2016 16:58,0
74.84,37,64775.1,246.44,User-friendly impactful time-frame,Knappburgh,Male,,14-01-2016 16:30,0
83.53,36,67686.16,204.56,Customizable methodical Graphical User Interface,New Dawnland,Female,Honduras,06-07-2016 05:34,0
38.63,48,57777.11,222.11,Cross-platform logistical pricing structure,Chapmanmouth,Female,Papua New Guinea,07-04-2016 10:51,1
84,48,46868.53,136.21,Inverse discrete extranet,Robertside,Male,Kyrgyz Republic,17-04-2016 05:08,1
52.13,50,40926.93,118.27,Open-source even-keeled database,West Raymondmouth,Male,Ethiopia,28-01-2016 17:03,1
71.83,40,22205.74,135.48,Diverse background ability,Costaburgh,Male,Rwanda,18-02-2016 22:42,1
78.36,24,58920.44,196.77,Multi-tiered foreground Graphic Interface,Kristineberg,Male,Kyrgyz Republic,24-06-2016 21:09,0
50.18,35,63006.14,127.82,Customizable hybrid system engine,Sandrashire,Male,Grenada,20-06-2016 04:24,1
64.67,51,24316.61,138.35,Horizontal incremental website,Andersonfurt,Male,Togo,14-02-2016 16:33,1
69.5,26,68348.99,203.84,Front-line systemic capability,Tranland,Female,Pakistan,27-02-2016 13:51,0
65.22,30,66263.37,240.09,Fully-configurable foreground solution,Michaelland,Male,Falkland Islands (Malvinas),07-05-2016 15:16,0
62.06,40,63493.6,116.27,Digitized radical array,East Rachaelfurt,Male,Jersey,16-03-2016 20:10,1
84.29,30,56984.09,160.33,Team-oriented transitional methodology,Lake Johnbury,Male,Cayman Islands,26-06-2016 02:06,1
32.91,37,51691.55,181.02,Future-proofed fresh-thinking conglomeration,Elizabethstad,Female,South Africa,17-07-2016 14:26,1
39.5,31,49911.25,148.19,Operative multi-tasking Graphic Interface,West Brad,Male,Micronesia,28-01-2016 16:42,1
75.19,31,33502.57,245.76,Implemented discrete frame,Johnstonshire,Male,Tajikistan,16-06-2016 18:04,0
76.21,31,65834.97,228.94,Ameliorated exuding encryption,Lake Timothy,Male,Bolivia,19-06-2016 23:21,0
,31,66176.97,242.59,Programmable high-level benchmark,Anthonyfurt,Female,Cameroon,24-05-2016 17:42,0
40.01,53,51463.17,161.77,Sharable multimedia conglomeration,East Brettton,Female,Ecuador,01-03-2016 22:06,1
52.7,41,41059.64,109.34,Team-oriented high-level orchestration,New Matthew,Male,Zambia,31-01-2016 08:50,1
68.41,38,61428.18,259.76,Grass-roots empowering paradigm,Christopherchester,Female,Guinea-Bissau,30-04-2016 15:27,0
35.55,39,51593.46,151.18,Robust object-oriented Graphic Interface,Westshire,Female,Micronesia,13-01-2016 20:38,1
74.54,24,57518.73,219.75,Switchable secondary ability,Alexisland,Female,Bahamas,30-03-2016 16:15,0
81.75,24,52656.13,190.08,Open-architected web-enabled benchmark,Kevinchester,Male,Cape Verde,29-04-2016 18:53,0
87.85,31,52178.98,210.27,Compatible scalable emulation,New Patriciashire,Male,French Polynesia,14-06-2016 19:48,0
60.23,60,46239.14,151.54,Seamless optimal contingency,Port Brenda,Male,Saudi Arabia,15-07-2016 15:43,1
87.97,35,48918.55,149.25,Secured secondary superstructure,Port Brianfort,Male,France,24-03-2016 05:38,0
78.17,27,65227.79,192.27,Automated mobile model,Portermouth,Male,Burundi,26-04-2016 20:57,0
67.91,23,55002.05,146.8,Re-engineered non-volatile neural-net,Hubbardmouth,Male,Latvia,12-01-2016 03:28,1
85.77,27,52261.73,191.78,Implemented disintermediate attitude,South Brian,Male,Morocco,09-04-2016 23:26,0
41.16,49,59448.44,150.83,Configurable interactive contingency,Hendrixmouth,Male,Venezuela,28-03-2016 09:15,1
53.54,39,47314.45,108.03,Optimized systemic capability,Julietown,Female,Palau,23-06-2016 11:05,1
73.94,26,55411.06,236.15,Front-line non-volatile implementation,Lukeport,Male,,24-01-2016 01:53,0
63.43,29,66504.16,236.75,Ergonomic 24/7 solution,New Shane,Male,Peru,15-04-2016 10:18,0
84.59,36,47169.14,241.8,Integrated grid-enabled budgetary management,Lake Jillville,Male,Belgium,26-04-2016 13:13,0
70.13,31,70889.68,224.98,Profit-focused systemic support,Johnsonfort,Female,Croatia,16-05-2016 23:21,0
40.19,37,55358.88,136.99,Right-sized system-worthy project,Adamsbury,Female,France,18-01-2016 02:51,1
58.95,55,56242.7,131.29,Proactive actuating Graphical User Interface,East Maureen,Male,Slovenia,20-06-2016 08:34,1
35.76,51,45522.44,195.07,Versatile optimizing projection,North Angelastad,Female,Peru,18-07-2016 04:53,1
59.36,49,46931.03,110.84,Universal multi-state system engine,Amandafort,Female,Belarus,01-07-2016 01:12,1
91.1,40,55499.69,198.13,Secured intermediate approach,Michaelmouth,Male,Bolivia,07-03-2016 22:51,0
61.04,41,75805.12,149.21,Operative didactic Local Area Network,Ronaldport,Female,Benin,02-05-2016 15:31,1
74.06,23,40345.49,225.99,Phased content-based middleware,Port Davidland,Female,Wallis and Futuna,23-07-2016 06:18,0
64.63,45,15598.29,158.8,Triple-buffered high-level Internet solution,Isaacborough,Male,Azerbaijan,12-06-2016 03:11,1
81.29,28,33239.2,219.72,Synergized well-modulated Graphical User Interface,Lake Michael,Female,Mongolia,15-02-2016 20:41,0
76.07,36,68033.54,235.56,Implemented bottom-line implementation,West Michaelshire,Female,Denmark,23-01-2016 01:42,0
75.92,22,38427.66,182.65,Monitored context-sensitive initiative,Port Calvintown,Female,Russian Federation,26-02-2016 01:18,0
78.35,46,53185.34,253.48,Pre-emptive client-server open system,Parkerhaven,Female,Brazil,11-01-2016 02:07,0
46.14,28,39723.97,137.97,Seamless bandwidth-monitored knowledge user,Markhaven,Male,Ethiopia,04-04-2016 13:56,1
44.33,41,43386.07,120.63,Ergonomic empowering frame,Estradashire,Female,Guyana,14-01-2016 09:27,1
46.43,28,53922.43,137.2,Reverse-engineered background Graphic Interface,Brianland,Male,Ethiopia,25-04-2016 03:18,1
66.04,27,71881.84,199.76,Synergistic non-volatile analyzer,Cassandratown,Female,Mauritius,05-03-2016 23:02,0
84.31,29,47139.21,225.87,Object-based optimal solution,West Dannyberg,Female,Djibouti,06-01-2016 21:43,0
83.66,38,68877.02,175.14,Profound dynamic attitude,East Debraborough,Female,Syrian Arab Republic,18-02-2016 03:58,0
81.25,33,65186.58,222.35,Enhanced system-worthy toolset,Frankchester,Male,Saint Martin,16-04-2016 14:15,0
85.26,32,55424.24,224.07,Reverse-engineered dynamic function,Lisafort,Male,Netherlands Antilles,24-02-2016 06:18,0
86.53,46,46500.11,233.36,Networked responsive application,Colemanshire,Female,Greece,29-06-2016 01:19,0
76.44,26,58820.16,224.2,Distributed intangible database,Troyville,Male,Madagascar,05-01-2016 06:34,0
52.84,43,28495.21,122.31,Multi-tiered mobile encoding,Hobbsbury,Female,Senegal,16-07-2016 10:14,1
85.24,31,61840.26,182.84,Optional contextually-based flexibility,Harrisonmouth,Male,Burkina Faso,17-06-2016 03:23,0
74.71,46,37908.29,258.06,Proactive local focus group,Port Eugeneport,Male,Czech Republic,13-06-2016 11:06,0
82.95,39,69805.7,201.29,Customer-focused impactful success,Karenmouth,Female,Lao People's Democratic Republic,05-04-2016 08:18,0
76.42,26,60315.19,223.16,Open-source optimizing parallelism,Brendaburgh,Male,Netherlands Antilles,17-04-2016 18:38,0
42.04,49,67323,182.11,Organic logistical adapter,New Christinatown,Female,Qatar,03-02-2016 16:54,1
46.28,26,50055.33,228.78,Stand-alone eco-centric system engine,Jacksonstad,Male,Andorra,18-04-2016 21:07,1
48.26,50,43573.66,122.45,User-centric intermediate knowledge user,South Margaret,Male,Liechtenstein,18-06-2016 22:31,1
71.03,55,28186.65,150.77,Programmable didactic capacity,Port Georgebury,Female,China,12-03-2016 07:18,1
81.37,33,66412.04,215.04,Enhanced regional conglomeration,New Jessicaport,Female,Vietnam,15-01-2016 01:20,0
58.05,32,15879.1,195.54,Total asynchronous architecture,Sanderstown,Male,Tajikistan,12-02-2016 10:39,1
75,29,63965.16,230.36,Secured upward-trending benchmark,Perezland,Male,Eritrea,16-02-2016 02:29,0
79.61,31,58342.63,235.97,Customizable value-added project,Luisfurt,Female,Monaco,04-04-2016 21:23,0
52.56,31,33147.19,250.36,Integrated interactive support,New Karenberg,Male,Israel,24-04-2016 01:48,1
62.18,33,65899.68,126.44,Reactive impactful challenge,West Leahton,Female,Hungary,20-05-2016 00:00,1
77.89,26,64188.5,201.54,Switchable multi-state success,West Sharon,Female,Singapore,15-05-2016 03:10,0
66.08,61,58966.22,184.23,Synchronized multi-tasking ability,Klineside,Male,Cuba,07-01-2016 23:02,1
89.21,33,44078.24,210.53,Fundamental clear-thinking knowledgebase,Lake Cynthia,Female,Reunion,19-07-2016 12:05,0
49.96,55,60968.62,151.94,Multi-layered user-facing parallelism,South Cynthiashire,Male,Zambia,04-04-2016 00:02,1
77.44,28,65620.25,210.39,Front-line incremental access,Lake Jacob,Female,Gabon,10-06-2016 04:21,0
82.58,38,65496.78,225.23,Open-architected zero administration secured line,West Samantha,Male,Dominica,11-03-2016 14:50,0
39.36,29,52462.04,161.79,Mandatory disintermediate info-mediaries,Jeremybury,Male,Bahamas,14-01-2016 20:58,1
47.23,38,70582.55,149.8,Implemented context-sensitive Local Area Network,Blevinstown,Male,Tokelau,22-06-2016 05:22,1
87.85,34,51816.27,153.01,Digitized interactive initiative,Meyerchester,Female,Turkmenistan,19-03-2016 08:00,0
65.57,46,23410.75,130.86,Implemented asynchronous application,Reginamouth,Female,Belgium,15-04-2016 15:07,1
78.01,26,62729.4,200.71,Focused multi-state workforce,Donaldshire,Male,French Guiana,28-03-2016 02:29,0
44.15,28,48867.67,141.96,Proactive secondary monitoring,Salazarbury,Male,Martinique,22-01-2016 15:03,1
43.57,36,50971.73,125.2,Front-line upward-trending groupware,Lake Joshuafurt,Male,French Polynesia,25-06-2016 17:33,1
69.47,26,59785.94,236.5,Organic bottom-line service-desk,,Female,San Marino,25-06-2016 17:33,0
76.83,28,67990.84,192.81,Quality-focused 5thgeneration orchestration,Wintersfort,Female,Ecuador,04-03-2016 14:33,0
42.06,34,43241.19,131.55,Multi-layered secondary software,Jamesmouth,Female,Puerto Rico,29-06-2016 02:48,1
76.27,27,60082.66,226.69,Total coherent superstructure,Laurieside,Male,United Arab Emirates,18-06-2016 01:42,0
74.27,37,65180.97,247.05,Monitored executive architecture,Andrewmouth,Male,Burkina Faso,31-01-2016 09:57,0
73.27,28,67301.39,216.24,Front-line multi-state hub,West Angela,Male,Luxembourg,22-05-2016 15:17,0
74.58,36,70701.31,230.52,Configurable mission-critical algorithm,East Carlos,Female,Jamaica,22-07-2016 11:05,0
77.5,28,60997.84,225.34,Face-to-face responsive alliance,Kennedyfurt,Male,Antarctica (the territory South of 60 deg S),13-07-2016 14:05,0
87.16,33,60805.93,197.15,Reduced holistic help-desk,Blairville,Female,China,11-02-2016 11:50,0
87.16,37,50711.68,231.95,Pre-emptive content-based frame,East Donnatown,Male,Western Sahara,16-03-2016 20:33,0
66.26,47,14548.06,179.04,Optional full-range projection,Matthewtown,Male,Lebanon,25-04-2016 19:31,1
65.15,29,41335.84,117.3,Expanded value-added emulation,Brandonbury,Female,Hong Kong,14-07-2016 22:43,1
68.25,33,76480.16,198.86,Organic well-modulated database,New Jamestown,Male,Vanuatu,30-05-2016 08:02,0
73.49,38,67132.46,244.23,Organic 3rdgeneration encryption,Mosleyburgh,Female,Vanuatu,14-02-2016 11:36,0
39.19,54,52581.16,173.05,Stand-alone empowering benchmark,Leahside,Female,Guatemala,23-01-2016 21:15,1
80.15,25,55195.61,214.49,Monitored intermediate circuit,West Wendyland,Female,Greenland,18-07-2016 02:51,0
86.76,28,48679.54,189.91,Object-based leadingedge complexity,Lawrenceborough,Female,Syrian Arab Republic,10-02-2016 08:21,0
73.88,29,63109.74,233.61,Digitized zero-defect implementation,Kennethview,Female,Saint Helena,04-01-2016 06:37,0
58.6,19,44490.09,197.93,Configurable impactful firmware,West Mariafort,Male,Lebanon,05-06-2016 21:38,0
69.77,54,57667.99,132.27,Face-to-face dedicated flexibility,Port Sherrystad,Female,Malta,01-06-2016 03:17,1
87.27,30,51824.01,204.27,Fully-configurable 5thgeneration circuit,West Melissashire,Male,Christmas Island,06-03-2016 06:51,1
77.65,28,66198.66,208.01,Configurable impactful capacity,Pamelamouth,Female,Ukraine,26-02-2016 19:35,0
76.02,,73174.19,219.55,Distributed leadingedge orchestration,Lesliefort,Female,Malta,13-07-2016 14:30,0
78.84,26,56593.8,217.66,Persistent even-keeled application,Shawnside,Male,Italy,29-06-2016 07:20,0
71.33,23,31072.44,169.4,Optimized attitude-oriented initiative,Josephmouth,Female,Japan,15-03-2016 06:54,1
81.9,41,66773.83,225.47,Multi-channeled 3rdgeneration model,Garciatown,Female,Mauritius,11-06-2016 06:47,0
46.89,48,72553.94,176.78,Polarized mission-critical structure,Chaseshire,Male,Turkey,17-07-2016 13:22,1
77.8,57,43708.88,152.94,Virtual executive implementation,Destinyfurt,Female,Namibia,14-02-2016 14:38,1
45.44,43,48453.55,119.27,Enhanced intermediate standardization,Mezaton,Female,China,04-05-2016 05:01,1
69.96,31,73413.87,214.06,Realigned tangible collaboration,New Kayla,Male,Netherlands,20-05-2016 12:17,0
87.35,35,58114.3,158.29,Cloned dedicated analyzer,Carsonshire,Male,Gibraltar,26-01-2016 02:47,0
49.42,53,45465.25,128,Ameliorated well-modulated complexity,Jacquelineshire,Male,Congo,07-07-2016 18:07,1
71.27,21,50147.72,216.03,Quality-focused bi-directional throughput,South Blakestad,Male,Senegal,11-01-2016 12:46,0
49.19,38,61004.51,123.08,Versatile solution-oriented secured line,North Mark,Female,Hungary,12-05-2016 12:11,1
39.96,35,53898.89,138.52,Phased leadingedge budgetary management,Kingchester,Male,Pitcairn Islands,28-02-2016 23:21,1
85.01,29,59797.64,192.5,Devolved exuding Local Area Network,Evansfurt,Female,Slovakia (Slovak Republic),03-05-2016 16:02,0
68.95,51,74623.27,185.85,Front-line bandwidth-monitored capacity,South Adamhaven,Male,United States Virgin Islands,15-03-2016 20:19,0
67.59,45,58677.69,113.69,User-centric solution-oriented emulation,Brittanyborough,Female,Monaco,23-07-2016 05:21,1
75.71,34,62109.8,246.06,Phased hybrid intranet,Barbershire,Female,Portugal,11-03-2016 10:01,0
43.07,36,60583.02,137.63,Monitored zero administration collaboration,East Ericport,Male,Turkey,11-02-2016 20:45,1
39.47,43,65576.05,163.48,Team-oriented systematic installation,Crawfordfurt,Male,Uganda,06-07-2016 23:09,1
48.22,40,73882.91,214.33,Inverse national core,Turnerville,Female,Norfolk Island,22-03-2016 19:14,0
76.76,25,50468.36,230.77,Secured uniform instruction set,Kylieview,Male,Niue,26-05-2016 13:28,0
78.74,27,51409.45,234.75,Quality-focused zero tolerance matrices,West Zacharyborough,Female,Ukraine,18-06-2016 19:10,0
67.47,24,60514.05,225.05,Multi-tiered heuristic strategy,Watsonfort,Male,Vanuatu,20-03-2016 07:12,0
81.17,30,57195.96,231.91,Optimized static archive,Dayton,Male,United States Minor Outlying Islands,03-06-2016 07:00,0
89.66,34,52802.58,171.23,Advanced didactic conglomeration,Nicholasport,Male,Armenia,03-02-2016 15:15,0
79.6,28,56570.06,227.37,Synergistic discrete middleware,Whitneyfort,Male,Sweden,03-05-2016 16:55,0
