,Daily_Time_Spent_on_Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Gender,Country,Timestamp,Clicked on Ad
454,55.92,24.0,33951.63,145.08,Focused systemic benchmark,Taylorhaven,Female,Fiji,31-05-2016 21:41,1
455,80.67,34.0,58909.36,239.76,Seamless impactful info-mediaries,Jamesville,Female,Portugal,01-01-2016 02:52,0
456,83.42,25.0,49850.52,183.42,Advanced heuristic firmware,East Toddfort,Male,Austria,04-03-2016 14:10,0
457,82.12,52.0,28679.93,201.15,Fully-configurable client-driven customer loyalty,East Dana,Male,Germany,03-02-2016 10:40,1
458,66.17,33.0,69869.66,238.45,Cross-group neutral synergy,West Lucas,Female,Panama,20-01-2016 00:26,0
459,43.01,35.0,48347.64,127.37,Organized 24/7 middleware,Butlerfort,Female,United States of America,11-06-2016 09:37,1
460,80.05,25.0,45959.86,219.94,Networked stable open architecture,Lindaside,Male,Christmas Island,08-03-2016 05:48,0
461,64.88,42.0,70005.51,129.8,Customizable systematic service-desk,West Chloeborough,Male,Equatorial Guinea,14-02-2016 22:23,1
462,79.82,26.0,51512.66,223.28,Function-based directional productivity,Jayville,Male,Micronesia,17-07-2016 22:04,0
463,48.03,40.0,25598.75,134.6,Networked stable array,East Lindsey,Male,Malta,02-06-2016 22:16,1
464,32.99,45.0,49282.87,177.46,Phased full-range hardware,Masseyshire,Female,Ecuador,30-04-2016 19:42,1
465,74.88,27.0,67240.25,175.17,Organized empowering policy,Sarahton,Male,Sudan,17-04-2016 06:58,0
466,36.49,52.0,42136.33,196.61,Object-based system-worthy superstructure,Ryanhaven,Male,Lao People's Democratic Republic,09-03-2016 00:41,1
467,88.04,45.0,62589.84,191.17,Profound explicit hardware,Lake Deborahburgh,Male,Saint Vincent and the Grenadines,07-03-2016 20:02,0
468,45.7,33.0,67384.31,151.12,Self-enabling multimedia system engine,New Williammouth,Male,Switzerland,26-05-2016 10:33,1
469,82.38,35.0,25603.93,159.6,Polarized analyzing intranet,Port Blake,Female,Spain,18-07-2016 01:36,1
470,52.68,23.0,39616.0,149.2,Vision-oriented attitude-oriented Internet solution,West Richard,Male,Turks and Caicos Islands,16-07-2016 05:56,1
471,65.59,47.0,28265.81,121.81,Digitized disintermediate ability,Brandymouth,Female,Indonesia,22-03-2016 06:41,1
472,65.65,25.0,63879.72,224.92,Intuitive explicit firmware,Sandraville,Male,Cook Islands,03-06-2016 06:34,0
473,43.84,36.0,70592.81,167.42,Public-key real-time definition,Port Jessica,Female,Australia,28-06-2016 09:19,1
474,67.69,37.0,76408.19,216.57,Monitored content-based implementation,Lake Jasonchester,Female,Finland,18-07-2016 18:33,0
475,78.37,24.0,55015.08,207.27,Quality-focused zero-defect budgetary management,Pearsonfort,Female,Pakistan,23-01-2016 04:47,0
476,81.46,29.0,51636.12,231.54,Intuitive fresh-thinking moderator,Sellerstown,Female,Ireland,29-02-2016 11:00,0
477,47.48,31.0,29359.2,141.34,Reverse-engineered 24hour hardware,Yuton,Female,Eritrea,30-06-2016 00:19,1
478,75.15,33.0,71296.67,219.49,Synchronized zero tolerance product,Smithtown,Male,France,19-06-2016 18:19,0
479,78.76,24.0,46422.76,219.98,Reactive interactive protocol,Joanntown,Male,Austria,08-01-2016 08:08,0
480,44.96,50.0,52802.0,132.71,Focused fresh-thinking Graphic Interface,South Peter,Male,Heard Island and McDonald Islands,02-01-2016 12:25,1
481,39.56,41.0,59243.46,143.13,Ameliorated exuding solution,Port Mitchell,Male,Western Sahara,13-05-2016 11:57,1
482,39.76,28.0,35350.55,196.83,Integrated maximized service-desk,Pottermouth,Male,Liberia,08-02-2016 14:02,1
483,57.11,22.0,59677.64,207.17,Self-enabling tertiary challenge,Lake Jonathanview,Male,Dominican Republic,07-06-2016 23:46,0
484,83.26,40.0,70225.6,187.76,Decentralized foreground infrastructure,Alanview,Male,Tonga,02-01-2016 14:36,0
485,69.42,25.0,65791.17,213.38,Quality-focused hybrid frame,Carterport,Female,Lao People's Democratic Republic,13-02-2016 04:16,0
486,50.6,30.0,34191.13,129.88,Realigned reciprocal framework,New Daniellefort,Male,United States of America,03-05-2016 12:57,1
487,46.2,37.0,51315.38,119.3,Distributed maximized ability,Welchshire,Female,Belgium,03-04-2016 11:38,1
488,66.88,35.0,62790.96,119.47,Polarized bifurcated array,Russellville,Male,Indonesia,23-03-2016 19:58,1
489,83.97,40.0,66291.67,158.42,Progressive asynchronous adapter,West Lisa,Male,Croatia,02-02-2016 11:49,0
490,76.56,30.0,68030.18,213.75,Business-focused high-level hardware,Greentown,Female,Brunei Darussalam,08-03-2016 10:39,0
491,35.49,48.0,43974.49,159.77,Fully-configurable holistic throughput,Timothyport,Female,American Samoa,08-04-2016 14:35,1
492,80.29,31.0,49457.48,244.87,Ameliorated contextually-based collaboration,Teresahaven,Male,Netherlands Antilles,30-06-2016 00:40,0
493,50.19,40.0,33987.27,117.3,Progressive uniform budgetary management,Lake Stephenborough,Female,Thailand,25-03-2016 19:02,1
494,59.12,33.0,28210.03,124.54,Synergistic stable infrastructure,Silvaton,Female,Greece,12-05-2016 21:32,1
495,59.88,30.0,75535.14,193.63,Reverse-engineered content-based intranet,West Michaelstad,Male,French Polynesia,02-03-2016 05:11,0
496,59.7,28.0,49158.5,120.25,Expanded zero administration attitude,Florestown,Female,Guernsey,10-05-2016 14:12,1
497,67.8,30.0,39809.69,117.75,Team-oriented 6thgeneration extranet,New Jay,Male,Isle of Man,03-03-2016 02:59,1
498,81.59,35.0,65826.53,223.16,Managed disintermediate capability,North Lisachester,Female,Holy See (Vatican City State),04-07-2016 11:03,0
499,81.1,29.0,61172.07,216.49,Front-line dynamic model,Port Stacy,Male,El Salvador,08-07-2016 03:47,0
500,41.7,39.0,42898.21,126.95,Innovative regional structure,Jensenton,Female,China,27-05-2016 05:35,1
501,73.94,27.0,68333.01,173.49,Function-based incremental standardization,North Alexandra,Female,Myanmar,10-02-2016 13:46,0
502,58.35,37.0,70232.95,132.63,Universal asymmetric workforce,Rivasland,Female,Macao,12-06-2016 21:21,1
503,51.56,46.0,63102.19,124.85,Business-focused client-driven forecast,Helenborough,Female,Australia,07-01-2016 13:58,1
504,79.81,37.0,51847.26,253.17,Realigned global initiative,Garnerberg,Female,United States Virgin Islands,13-05-2016 14:12,0
505,66.17,26.0,63580.22,228.7,Business-focused maximized complexity,North Anaport,Female,Mexico,02-05-2016 00:01,0
506,58.21,37.0,47575.44,105.94,Open-source global strategy,Pattymouth,Female,Djibouti,07-02-2016 17:06,1
507,66.12,49.0,39031.89,113.8,Stand-alone motivating moratorium,South Alexisborough,Female,Cote d'Ivoire,15-02-2016 07:27,1
508,80.47,42.0,70505.06,215.18,Grass-roots multimedia policy,East Jennifer,Male,Mali,21-02-2016 05:23,0
509,77.05,31.0,62161.26,236.64,Upgradable local migration,Hallfort,Female,Jamaica,20-03-2016 22:27,0
510,49.99,41.0,61068.26,121.07,Profound bottom-line standardization,New Charleschester,Female,Romania,24-03-2016 09:34,1
511,80.3,58.0,49090.51,173.43,Managed client-server access,East Breannafurt,Female,Cayman Islands,04-04-2016 20:01,1
512,79.36,33.0,62330.75,234.72,Cross-platform directional intranet,East Susanland,Male,Gambia,02-01-2016 04:50,0
513,57.86,30.0,18819.34,166.86,Horizontal modular success,Estesfurt,Female,Algeria,08-07-2016 17:14,1
514,70.29,26.0,62053.37,231.37,Vision-oriented multi-tasking success,Shirleyfort,Male,Puerto Rico,28-03-2016 19:48,0
515,84.53,33.0,61922.06,215.18,Optional multi-state hardware,Douglasview,Male,Norfolk Island,11-07-2016 09:32,0
516,59.13,44.0,49525.37,106.04,Upgradable heuristic system engine,South Lisa,Male,Turkey,09-06-2016 17:11,1
517,81.51,35.0,53412.32,250.03,Future-proofed modular utilization,Kingshire,Female,Guinea,19-05-2016 09:30,0
518,42.94,37.0,56681.65,130.4,Synergistic dynamic orchestration,Rebeccamouth,Male,Moldova,12-04-2016 12:35,1
519,84.81,32.0,43299.63,233.93,Multi-layered stable encoding,Brownbury,Male,Greece,04-07-2016 23:17,0
520,82.79,34.0,47997.75,132.08,Team-oriented zero-defect initiative,South Aaron,Female,American Samoa,01-02-2016 00:52,1
521,59.22,55.0,39131.53,126.39,Polarized 5thgeneration matrix,North Andrew,Male,Honduras,13-01-2016 02:39,1
522,35.0,40.0,46033.73,151.25,Fully-configurable context-sensitive Graphic Interface,South Walter,Male,Mongolia,18-06-2016 16:02,1
523,46.61,42.0,65856.74,136.18,Progressive intermediate throughput,Catherinefort,Female,Ethiopia,01-01-2016 20:17,1
524,63.26,29.0,54787.37,120.46,Customizable holistic archive,East Donna,Male,Ethiopia,02-03-2016 04:02,1
525,79.16,32.0,69562.46,202.9,Compatible intermediate concept,East Timothy,Male,Sri Lanka,30-03-2016 20:23,0
526,67.94,43.0,68447.17,128.16,Assimilated next generation firmware,North Kimberly,Female,Morocco,01-05-2016 00:23,1
527,79.91,32.0,62772.42,230.18,Total zero administration software,South Stephanieport,Male,United Arab Emirates,17-06-2016 03:02,0
528,66.14,41.0,78092.95,165.27,Re-engineered impactful software,North Isabellaville,Female,Western Sahara,23-03-2016 08:52,0
529,43.65,39.0,63649.04,138.87,Business-focused background synergy,North Aaronburgh,Female,Western Sahara,08-05-2016 22:24,1
530,59.61,21.0,60637.62,198.45,Future-proofed coherent budgetary management,Port James,Male,Cambodia,06-04-2016 05:55,0
531,46.61,52.0,27241.11,156.99,Ergonomic methodical encoding,Danielview,Female,New Zealand,05-04-2016 05:54,1
532,89.37,34.0,42760.22,162.03,Compatible dedicated productivity,Port Stacey,Male,Australia,16-04-2016 12:26,0
533,65.1,49.0,59457.52,118.1,Up-sized real-time methodology,West Kevinfurt,Male,Bulgaria,01-06-2016 03:44,1
534,53.44,42.0,42907.89,108.17,Up-sized next generation architecture,Lake Jennifer,Male,Libyan Arab Jamahiriya,04-04-2016 22:00,1
535,79.53,51.0,46132.18,244.91,Managed 6thgeneration hierarchy,Reyesfurt,Female,Barbados,26-06-2016 04:22,0
536,91.43,39.0,46964.11,209.91,Organic motivating model,West Carmenfurt,Male,French Polynesia,07-07-2016 03:55,0
537,73.57,30.0,70377.23,212.38,Pre-emptive transitional protocol,North Stephanieberg,Female,Uruguay,20-03-2016 08:22,0
538,78.76,32.0,70012.83,208.02,Managed attitude-oriented Internet solution,East Valerie,Male,Uruguay,20-04-2016 10:04,0
539,76.49,23.0,56457.01,181.11,Public-key asynchronous matrix,Sherrishire,Female,Brazil,25-03-2016 05:05,0
540,61.72,26.0,67279.06,218.49,Grass-roots systematic hardware,Port Daniel,Female,Venezuela,14-02-2016 07:15,0
541,84.53,35.0,54773.99,236.29,User-centric composite contingency,Brownview,Female,Myanmar,26-03-2016 00:32,0
542,72.03,34.0,70783.94,230.95,Up-sized bi-directional infrastructure,Greerton,Male,Malta,05-07-2016 22:33,0
543,77.47,36.0,70510.59,222.91,Assimilated actuating policy,Hatfieldshire,Male,Jamaica,14-03-2016 03:29,0
544,75.65,39.0,64021.55,247.9,Organized upward-trending contingency,Brianabury,Male,Bahrain,30-05-2016 02:34,0
545,78.15,33.0,72042.85,194.37,Ergonomic neutral portal,New Maria,Female,Algeria,07-03-2016 22:32,0
546,63.8,38.0,36037.33,108.7,Adaptive demand-driven knowledgebase,Colebury,Male,Tuvalu,19-03-2016 00:27,1
547,76.59,29.0,67526.92,211.64,Reverse-engineered maximized focus group,Calebberg,Female,Georgia,18-06-2016 05:17,0
548,42.6,55.0,55121.65,168.29,Switchable analyzing encryption,Lake Ian,Female,Cambodia,11-07-2016 18:12,1
549,78.77,28.0,63497.62,211.83,Public-key intangible Graphical User Interface,Gomezport,Female,Guam,01-01-2016 08:27,0
550,83.4,39.0,60879.48,235.01,Advanced local task-force,Shaneland,Female,Tanzania,07-04-2016 01:57,0
551,79.53,33.0,61467.33,236.72,Profound well-modulated array,East Aaron,Female,Indonesia,28-02-2016 22:02,0
552,73.89,35.0,70495.64,229.99,Multi-channeled asymmetric installation,Dustinborough,Male,Somalia,26-06-2016 17:25,0
553,75.8,36.0,71222.4,224.9,Multi-layered fresh-thinking neural-net,East Michaelland,Female,Belize,21-01-2016 04:30,0
554,81.95,31.0,64698.58,208.76,Distributed cohesive migration,East Connie,Male,Serbia,01-05-2016 21:46,0
555,56.39,58.0,32252.38,154.23,Programmable uniform website,West Shannon,Female,Australia,14-02-2016 10:06,1
556,44.73,35.0,55316.97,127.56,Object-based neutral policy,North Lauraland,Male,Guam,27-01-2016 18:25,1
557,38.35,33.0,47447.89,145.48,Horizontal global leverage,Port Christopher,Male,Christmas Island,16-06-2016 20:24,1
558,72.53,37.0,73474.82,223.93,Synchronized grid-enabled moratorium,South Patrickfort,Female,Papua New Guinea,21-07-2016 10:01,0
559,56.2,49.0,53549.94,114.85,Adaptive uniform capability,East Georgeside,Male,Bahamas,21-04-2016 18:31,1
560,79.67,28.0,58576.12,226.79,Total grid-enabled application,Charlesbury,Female,Comoros,20-07-2016 01:56,0
561,75.42,26.0,63373.7,164.25,Optional regional throughput,Millertown,Male,Western Sahara,26-02-2016 17:14,0
562,78.64,31.0,60283.47,235.28,Integrated client-server definition,South Renee,Male,Nicaragua,16-01-2016 17:56,0
563,67.69,44.0,37345.34,109.22,Fundamental methodical support,South Jackieberg,Female,Guam,01-04-2016 01:57,1
564,38.35,41.0,34886.01,144.69,Synergistic reciprocal attitude,Loriville,Male,Vanuatu,24-06-2016 08:42,1
565,59.52,44.0,67511.86,251.08,Managed 5thgeneration time-frame,Amandaland,Male,Bolivia,27-05-2016 18:45,0
566,62.26,37.0,77988.71,166.19,Vision-oriented uniform knowledgebase,West Robertside,Female,Malawi,26-05-2016 15:40,0
567,64.75,36.0,63001.03,117.66,Multi-tiered stable leverage,North Sarashire,Female,Venezuela,06-04-2016 01:19,1
568,79.97,26.0,61747.98,185.45,Down-sized explicit budgetary management,Port Maria,Male,Nepal,08-01-2016 19:38,0
569,47.9,42.0,48467.68,114.53,Cross-group human-resource time-frame,East Jessefort,Female,United Kingdom,24-02-2016 19:08,1
570,80.38,30.0,55130.96,238.06,Business-focused holistic benchmark,Port Anthony,Female,Albania,10-03-2016 07:07,0
571,64.51,42.0,79484.8,190.71,Virtual 5thgeneration neural-net,Edwardmouth,Male,Madagascar,29-04-2016 07:49,0
572,71.28,37.0,67307.43,246.72,Distributed scalable orchestration,Dustinchester,Male,Guyana,10-04-2016 16:08,0
573,50.32,40.0,27964.6,125.65,Realigned intangible benchmark,Rochabury,Female,Yemen,27-04-2016 18:25,1
574,72.76,33.0,66431.87,240.63,Virtual impactful algorithm,Williamsport,Male,India,10-05-2016 04:28,0
575,72.8,35.0,63551.67,249.54,Public-key solution-oriented focus group,Austinland,Female,Puerto Rico,03-01-2016 23:21,0
576,74.59,23.0,40135.06,158.35,Phased clear-thinking encoding,Lake Gerald,Male,United States Virgin Islands,15-02-2016 16:52,1
577,46.66,45.0,49101.67,118.16,Grass-roots mission-critical emulation,Wrightview,Female,Antigua and Barbuda,09-03-2016 02:07,1
578,48.86,54.0,53188.69,134.46,Proactive encompassing paradigm,Perryburgh,Female,French Guiana,09-01-2016 17:33,1
579,37.05,39.0,49742.83,142.81,Automated object-oriented firmware,Tracyhaven,Male,Antigua and Barbuda,03-02-2016 05:47,1
580,81.21,36.0,63394.41,233.04,User-friendly content-based customer loyalty,South Jaimeview,Female,Turkmenistan,02-01-2016 09:30,0
581,66.89,23.0,64433.99,208.24,Universal incremental array,Sandersland,Male,Honduras,04-01-2016 07:28,0
582,68.11,38.0,73884.48,231.21,Reactive national success,South Meredithmouth,Female,Seychelles,07-01-2016 21:21,0
583,69.15,46.0,36424.94,112.72,Automated multi-state toolset,Richardsonshire,Female,Cyprus,24-07-2016 00:22,1
584,65.72,36.0,28275.48,120.12,Managed didactic flexibility,Kimberlymouth,Female,Saint Pierre and Miquelon,13-02-2016 13:57,1
585,40.04,27.0,48098.86,161.58,Cross-platform neutral system engine,Meghanchester,Female,Poland,08-05-2016 10:25,1
586,68.6,33.0,68448.94,135.08,Focused high-level frame,Tammyshire,Female,Taiwan,17-02-2016 18:50,1
587,56.16,25.0,66429.84,164.25,Seamless motivating approach,Millerbury,Male,Cote d'Ivoire,22-01-2016 19:43,1
588,78.6,46.0,41768.13,254.59,Enhanced systematic adapter,Lake Elizabethside,Male,Micronesia,20-07-2016 13:21,0
589,78.29,38.0,57844.96,252.07,Networked regional Local Area Network,Villanuevaton,Female,Liberia,05-01-2016 20:58,0
590,43.83,45.0,35684.82,129.01,Total human-resource flexibility,Greerport,Female,Saudi Arabia,29-01-2016 05:39,1
591,77.31,32.0,62792.43,238.1,Assimilated homogeneous service-desk,North Garyhaven,Female,Nepal,17-06-2016 20:18,0
592,39.86,28.0,51171.23,161.24,Ergonomic zero tolerance encoding,East Sharon,Female,Ghana,23-02-2016 13:55,1
593,66.77,25.0,58847.07,141.13,Cross-platform zero-defect structure,Johnstonmouth,Female,Iran,09-07-2016 11:18,1
594,57.2,42.0,57739.03,110.66,Innovative maximized groupware,East Heatherside,Female,New Zealand,19-03-2016 11:09,1
595,73.15,25.0,64631.22,211.12,Face-to-face executive encryption,Lake Patrick,Male,Czech Republic,29-01-2016 07:14,0
596,82.07,24.0,50337.93,193.97,Monitored local Internet solution,Richardsonmouth,Female,Sri Lanka,14-06-2016 07:02,0
597,49.84,38.0,67781.31,135.24,Phased hybrid superstructure,Jenniferhaven,Male,United Arab Emirates,18-05-2016 03:19,1
598,43.97,36.0,68863.95,156.97,User-friendly grid-enabled analyzer,Boyerberg,Male,Indonesia,30-01-2016 09:54,1
599,77.25,27.0,55901.12,231.38,Pre-emptive neutral contingency,Port Elijah,Male,Saint Vincent and the Grenadines,25-04-2016 16:58,0
600,74.84,37.0,64775.1,246.44,User-friendly impactful time-frame,Knappburgh,Male,Czech Republic,14-01-2016 16:30,0
601,83.53,36.0,67686.16,204.56,Customizable methodical Graphical User Interface,New Dawnland,Female,Honduras,06-07-2016 05:34,0
602,38.63,48.0,57777.11,222.11,Cross-platform logistical pricing structure,Chapmanmouth,Female,Papua New Guinea,07-04-2016 10:51,1
603,84.0,48.0,46868.53,136.21,Inverse discrete extranet,Robertside,Male,Kyrgyz Republic,17-04-2016 05:08,1
604,52.13,50.0,40926.93,118.27,Open-source even-keeled database,West Raymondmouth,Male,Ethiopia,28-01-2016 17:03,1
605,71.83,40.0,22205.74,135.48,Diverse background ability,Costaburgh,Male,Rwanda,18-02-2016 22:42,1
606,78.36,24.0,58920.44,196.77,Multi-tiered foreground Graphic Interface,Kristineberg,Male,Kyrgyz Republic,24-06-2016 21:09,0
607,50.18,35.0,63006.14,127.82,Customizable hybrid system engine,Sandrashire,Male,Grenada,20-06-2016 04:24,1
608,64.67,51.0,24316.61,138.35,Horizontal incremental website,Andersonfurt,Male,Togo,14-02-2016 16:33,1
609,69.5,26.0,68348.99,203.84,Front-line systemic capability,Tranland,Female,Pakistan,27-02-2016 13:51,0
610,65.22,30.0,66263.37,240.09,Fully-configurable foreground solution,Michaelland,Male,Falkland Islands (Malvinas),07-05-2016 15:16,0
611,62.06,40.0,63493.6,116.27,Digitized radical array,East Rachaelfurt,Male,Jersey,16-03-2016 20:10,1
612,84.29,30.0,56984.09,160.33,Team-oriented transitional methodology,Lake Johnbury,Male,Cayman Islands,26-06-2016 02:06,1
613,32.91,37.0,51691.55,181.02,Future-proofed fresh-thinking conglomeration,Elizabethstad,Female,South Africa,17-07-2016 14:26,1
614,39.5,31.0,49911.25,148.19,Operative multi-tasking Graphic Interface,West Brad,Male,Micronesia,28-01-2016 16:42,1
615,75.19,31.0,33502.57,245.76,Implemented discrete frame,Johnstonshire,Male,Tajikistan,16-06-2016 18:04,0
616,76.21,31.0,65834.97,228.94,Ameliorated exuding encryption,Lake Timothy,Male,Bolivia,19-06-2016 23:21,0
617,68.37,31.0,66176.97,242.59,Programmable high-level benchmark,Anthonyfurt,Female,Cameroon,24-05-2016 17:42,0
618,40.01,53.0,51463.17,161.77,Sharable multimedia conglomeration,East Brettton,Female,Ecuador,01-03-2016 22:06,1
619,52.7,41.0,41059.64,109.34,Team-oriented high-level orchestration,New Matthew,Male,Zambia,31-01-2016 08:50,1
620,68.41,38.0,61428.18,259.76,Grass-roots empowering paradigm,Christopherchester,Female,Guinea-Bissau,30-04-2016 15:27,0
621,35.55,39.0,51593.46,151.18,Robust object-oriented Graphic Interface,Westshire,Female,Micronesia,13-01-2016 20:38,1
622,74.54,24.0,57518.73,219.75,Switchable secondary ability,Alexisland,Female,Bahamas,30-03-2016 16:15,0
623,81.75,24.0,52656.13,190.08,Open-architected web-enabled benchmark,Kevinchester,Male,Cape Verde,29-04-2016 18:53,0
624,87.85,31.0,52178.98,210.27,Compatible scalable emulation,New Patriciashire,Male,French Polynesia,14-06-2016 19:48,0
625,60.23,60.0,46239.14,151.54,Seamless optimal contingency,Port Brenda,Male,Saudi Arabia,15-07-2016 15:43,1
626,87.97,35.0,48918.55,149.25,Secured secondary superstructure,Port Brianfort,Male,France,24-03-2016 05:38,0
627,78.17,27.0,65227.79,192.27,Automated mobile model,Portermouth,Male,Burundi,26-04-2016 20:57,0
628,67.91,23.0,55002.05,146.8,Re-engineered non-volatile neural-net,Hubbardmouth,Male,Latvia,12-01-2016 03:28,1
629,85.77,27.0,52261.73,191.78,Implemented disintermediate attitude,South Brian,Male,Morocco,09-04-2016 23:26,0
630,41.16,49.0,59448.44,150.83,Configurable interactive contingency,Hendrixmouth,Male,Venezuela,28-03-2016 09:15,1
631,53.54,39.0,47314.45,108.03,Optimized systemic capability,Julietown,Female,Palau,23-06-2016 11:05,1
632,73.94,26.0,55411.06,236.15,Front-line non-volatile implementation,Lukeport,Male,Czech Republic,24-01-2016 01:53,0
633,63.43,29.0,66504.16,236.75,Ergonomic 24/7 solution,New Shane,Male,Peru,15-04-2016 10:18,0
634,84.59,36.0,47169.14,241.8,Integrated grid-enabled budgetary management,Lake Jillville,Male,Belgium,26-04-2016 13:13,0
635,70.13,31.0,70889.68,224.98,Profit-focused systemic support,Johnsonfort,Female,Croatia,16-05-2016 23:21,0
636,40.19,37.0,55358.88,136.99,Right-sized system-worthy project,Adamsbury,Female,France,18-01-2016 02:51,1
637,58.95,55.0,56242.7,131.29,Proactive actuating Graphical User Interface,East Maureen,Male,Slovenia,20-06-2016 08:34,1
638,35.76,51.0,45522.44,195.07,Versatile optimizing projection,North Angelastad,Female,Peru,18-07-2016 04:53,1
639,59.36,49.0,46931.03,110.84,Universal multi-state system engine,Amandafort,Female,Belarus,01-07-2016 01:12,1
640,91.1,40.0,55499.69,198.13,Secured intermediate approach,Michaelmouth,Male,Bolivia,07-03-2016 22:51,0
641,61.04,41.0,75805.12,149.21,Operative didactic Local Area Network,Ronaldport,Female,Benin,02-05-2016 15:31,1
642,74.06,23.0,40345.49,225.99,Phased content-based middleware,Port Davidland,Female,Wallis and Futuna,23-07-2016 06:18,0
643,64.63,45.0,15598.29,158.8,Triple-buffered high-level Internet solution,Isaacborough,Male,Azerbaijan,12-06-2016 03:11,1
644,81.29,28.0,33239.2,219.72,Synergized well-modulated Graphical User Interface,Lake Michael,Female,Mongolia,15-02-2016 20:41,0
645,76.07,36.0,68033.54,235.56,Implemented bottom-line implementation,West Michaelshire,Female,Denmark,23-01-2016 01:42,0
646,75.92,22.0,38427.66,182.65,Monitored context-sensitive initiative,Port Calvintown,Female,Russian Federation,26-02-2016 01:18,0
647,78.35,46.0,53185.34,253.48,Pre-emptive client-server open system,Parkerhaven,Female,Brazil,11-01-2016 02:07,0
648,46.14,28.0,39723.97,137.97,Seamless bandwidth-monitored knowledge user,Markhaven,Male,Ethiopia,04-04-2016 13:56,1
649,44.33,41.0,43386.07,120.63,Ergonomic empowering frame,Estradashire,Female,Guyana,14-01-2016 09:27,1
650,46.43,28.0,53922.43,137.2,Reverse-engineered background Graphic Interface,Brianland,Male,Ethiopia,25-04-2016 03:18,1
651,66.04,27.0,71881.84,199.76,Synergistic non-volatile analyzer,Cassandratown,Female,Mauritius,05-03-2016 23:02,0
652,84.31,29.0,47139.21,225.87,Object-based optimal solution,West Dannyberg,Female,Djibouti,06-01-2016 21:43,0
653,83.66,38.0,68877.02,175.14,Profound dynamic attitude,East Debraborough,Female,Syrian Arab Republic,18-02-2016 03:58,0
654,81.25,33.0,65186.58,222.35,Enhanced system-worthy toolset,Frankchester,Male,Saint Martin,16-04-2016 14:15,0
655,85.26,32.0,55424.24,224.07,Reverse-engineered dynamic function,Lisafort,Male,Netherlands Antilles,24-02-2016 06:18,0
656,86.53,46.0,46500.11,233.36,Networked responsive application,Colemanshire,Female,Greece,29-06-2016 01:19,0
657,76.44,26.0,58820.16,224.2,Distributed intangible database,Troyville,Male,Madagascar,05-01-2016 06:34,0
658,52.84,43.0,28495.21,122.31,Multi-tiered mobile encoding,Hobbsbury,Female,Senegal,16-07-2016 10:14,1
659,85.24,31.0,61840.26,182.84,Optional contextually-based flexibility,Harrisonmouth,Male,Burkina Faso,17-06-2016 03:23,0
660,74.71,46.0,37908.29,258.06,Proactive local focus group,Port Eugeneport,Male,Czech Republic,13-06-2016 11:06,0
661,82.95,39.0,69805.7,201.29,Customer-focused impactful success,Karenmouth,Female,Lao People's Democratic Republic,05-04-2016 08:18,0
662,76.42,26.0,60315.19,223.16,Open-source optimizing parallelism,Brendaburgh,Male,Netherlands Antilles,17-04-2016 18:38,0
663,42.04,49.0,67323.0,182.11,Organic logistical adapter,New Christinatown,Female,Qatar,03-02-2016 16:54,1
664,46.28,26.0,50055.33,228.78,Stand-alone eco-centric system engine,Jacksonstad,Male,Andorra,18-04-2016 21:07,1
665,48.26,50.0,43573.66,122.45,User-centric intermediate knowledge user,South Margaret,Male,Liechtenstein,18-06-2016 22:31,1
666,71.03,55.0,28186.65,150.77,Programmable didactic capacity,Port Georgebury,Female,China,12-03-2016 07:18,1
667,81.37,33.0,66412.04,215.04,Enhanced regional conglomeration,New Jessicaport,Female,Vietnam,15-01-2016 01:20,0
668,58.05,32.0,15879.1,195.54,Total asynchronous architecture,Sanderstown,Male,Tajikistan,12-02-2016 10:39,1
669,75.0,29.0,63965.16,230.36,Secured upward-trending benchmark,Perezland,Male,Eritrea,16-02-2016 02:29,0
670,79.61,31.0,58342.63,235.97,Customizable value-added project,Luisfurt,Female,Monaco,04-04-2016 21:23,0
671,52.56,31.0,33147.19,250.36,Integrated interactive support,New Karenberg,Male,Israel,24-04-2016 01:48,1
672,62.18,33.0,65899.68,126.44,Reactive impactful challenge,West Leahton,Female,Hungary,20-05-2016 00:00,1
673,77.89,26.0,64188.5,201.54,Switchable multi-state success,West Sharon,Female,Singapore,15-05-2016 03:10,0
674,66.08,61.0,58966.22,184.23,Synchronized multi-tasking ability,Klineside,Male,Cuba,07-01-2016 23:02,1
675,89.21,33.0,44078.24,210.53,Fundamental clear-thinking knowledgebase,Lake Cynthia,Female,Reunion,19-07-2016 12:05,0
676,49.96,55.0,60968.62,151.94,Multi-layered user-facing parallelism,South Cynthiashire,Male,Zambia,04-04-2016 00:02,1
677,77.44,28.0,65620.25,210.39,Front-line incremental access,Lake Jacob,Female,Gabon,10-06-2016 04:21,0
678,82.58,38.0,65496.78,225.23,Open-architected zero administration secured line,West Samantha,Male,Dominica,11-03-2016 14:50,0
679,39.36,29.0,52462.04,161.79,Mandatory disintermediate info-mediaries,Jeremybury,Male,Bahamas,14-01-2016 20:58,1
680,47.23,38.0,70582.55,149.8,Implemented context-sensitive Local Area Network,Blevinstown,Male,Tokelau,22-06-2016 05:22,1
681,87.85,34.0,51816.27,153.01,Digitized interactive initiative,Meyerchester,Female,Turkmenistan,19-03-2016 08:00,0
682,65.57,46.0,23410.75,130.86,Implemented asynchronous application,Reginamouth,Female,Belgium,15-04-2016 15:07,1
